연번,요일구분,호선,역번호,출발역,상하구분,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-00시,00시-01시
583,토요일,2,202,을지로입구,외선,7.8,8.15,14.9,21.7,32.7,42.35,48.35,60.15,62.7,58.25,70.65,71.4,74.65,62.65,60.15,61,52.35,51.3,17.55,
584,토요일,2,201,시청,외선,7.65,7.2,13.5,20.2,33.5,42.95,49.6,60.5,61.45,60.5,78.55,79.8,81.35,70.9,66.95,68.05,53.3,52.8,18.05,
585,토요일,2,243,충정로,외선,7.5,7.1,13.25,20.05,32.55,41.55,46.35,61.35,61.9,59.75,74.8,79.05,80,70.15,66.4,67.65,52.2,50.9,17.3,
586,토요일,2,242,아현,외선,8.4,7.1,13.25,20.05,33.05,42.1,47,62.35,62.25,59.35,72.4,78.7,79.5,69.15,68.1,66.1,51.75,49,17.65,
587,토요일,2,241,이대,외선,8.6,7.05,11.9,18.9,31.7,41.25,46.6,61.9,61.75,58.65,70.7,77.9,78.65,68.45,66.6,65.05,50.75,47.05,16.8,
588,토요일,2,240,신촌(지하),외선,10.8,7.35,11.75,17.05,29.65,40.45,46.2,56.7,61,59.25,69.55,78.75,75.35,67.4,67.1,67.5,57.25,52.35,17.3,
589,토요일,2,239,홍대입구,외선,14.8,8.4,14.25,18.7,26.45,31.7,34.85,42.6,47.3,47.2,61.35,72.45,66.65,65.95,65.75,74.7,67.7,67.85,22,
590,토요일,2,238,합정,외선,24.5,11.75,19.65,24.5,31.8,35.65,36.3,44.5,47.05,50.25,65.65,76.8,70.4,70.65,74.35,86.5,79.4,81.4,22.7,
591,토요일,2,237,당산,외선,23.35,11.4,20.3,24.55,31.15,36.65,35.85,42.15,45,46.45,61.1,71.15,65.25,61.85,70.1,79.5,72.5,75,19.65,
592,토요일,2,236,영등포구청,외선,24.7,12.3,20.4,28.75,33,38.4,37.6,43.75,47.05,44.8,63.9,67.85,63.2,64.45,67.8,76.1,70.05,77.85,15.5,
593,토요일,2,235,문래,외선,27.2,12.7,20.2,28.65,32.65,37.3,36.75,42.5,45.9,44.4,61.4,66.8,62.1,63.55,68.25,77,71.7,79.65,14.85,
594,토요일,2,234,신도림,외선,18.25,14.75,26.25,32.7,35.9,45.15,43.1,47,48.5,39.3,45.35,65.35,50.85,54.3,53.2,57.85,52.1,61.75,8.95,
595,토요일,2,233,대림,외선,21.75,17.2,28.35,36.65,41.9,46.15,44,51.25,45.25,38.35,48.45,62.2,54.05,54.55,47.2,49.9,49.35,63.35,37,
596,토요일,2,232,구로디지털단지,외선,25.55,18.6,29.45,39.7,42.95,44.9,46.35,50.3,36.95,41.8,48,51.05,48.5,45.95,39.2,41.25,35.55,56.7,29.15,
597,토요일,2,231,신대방,외선,29.9,20.55,31.95,44.55,49.15,44.5,48.4,52.4,37.45,41.2,47.2,48.7,43.8,42.5,34.85,35.75,32.65,49.1,24.75,
598,토요일,2,230,신림,외선,38.9,25.6,40.35,58.25,61.45,50.15,60.7,61.55,42.85,46.8,50.15,49.35,43.8,38,30.5,29.85,28.55,40.2,14.65,
599,토요일,2,229,봉천,외선,41.65,27.75,41.85,63.4,64.5,55.2,64,66.35,48.5,47.05,49.4,48.65,45.35,34.9,29.85,28.1,29,33.6,12.1,
600,토요일,2,228,서울대입구,외선,42.55,30.75,46.95,70.35,70.65,61.8,72,75.65,54.9,53.75,54.2,54.35,45.65,36.65,29.4,28.9,28.4,33.85,12.8,
601,토요일,2,227,낙성대,외선,44,32.2,49.65,74.05,75.35,68.6,74.35,81.85,59,58.1,57.4,57.2,47.4,39.3,27.5,28.3,26.85,32.2,10.4,
602,토요일,2,226,사당,외선,41.25,30.85,49.4,74.4,78.5,72,80.05,83.65,62.4,62.45,59.75,56.7,49.05,37.15,27.05,28.55,26.95,31,7.2,
603,토요일,2,225,방배,외선,41.05,31.85,46.45,72.55,75.5,71.4,77.2,85.2,66.5,62.4,58.4,58.35,49,37.95,28.45,27.65,26.25,29.05,14.6,
604,토요일,2,224,서초,외선,38.9,30.25,46.1,75.2,73.8,70.4,78.8,87.05,67.75,63.8,60.15,60.65,48.3,42.15,29.35,28.05,27.15,28.8,13.55,
605,토요일,2,223,교대,외선,34.65,23.9,35.2,66,68.05,61.5,82.3,84.2,63.05,66,61.2,57,54.2,44.85,31.2,29.6,28,27.55,12.45,
606,토요일,2,222,강남,외선,30.4,19.35,27.3,46.75,54.15,55.7,78.25,77.3,63.65,66.45,59.15,58.9,49.2,39.1,29.3,29.1,31.5,30.7,12.15,
607,토요일,2,221,역삼,외선,28.55,17.15,24.45,41.2,49.2,51.2,73,74.4,61.55,64.85,59.45,59.55,49.15,40.35,30.2,29.35,31.75,30.5,11.3,
608,토요일,2,220,선릉,외선,20.65,13.65,16.85,30,37.05,45.15,58.95,66.35,56.7,52.75,52.05,55.75,42.7,36.95,25.9,27.5,26.3,24.9,8.65,
609,토요일,2,219,삼성,외선,12.95,10.5,12.45,18.8,25.1,35.1,49.6,59.9,51.95,51.05,52.7,57.95,47.3,42.35,30.85,34.3,29.85,28.4,12.45,
610,토요일,2,218,종합운동장,외선,11.7,10.1,12.1,18.8,25.15,33.4,41.7,44.2,49,49.8,51.2,73.2,59.15,44,31.25,34.95,29.1,28.55,12.05,
611,토요일,2,217,잠실새내,외선,13,11.1,13.7,18.4,25.95,34.65,41.9,44.55,50.45,51.3,51.8,72.45,59.8,44.7,33.4,34.1,33.2,30.8,11.65,
612,토요일,2,216,잠실,외선,12.85,8.55,13.9,17.1,21.65,30.4,39.25,42.8,47.95,48.75,46,66,54.75,45.3,35.5,38.95,38.2,27.2,6.2,
613,토요일,2,215,잠실나루,외선,11.9,8.65,14.4,17.8,21.85,30.35,41.35,42.25,47,53.25,44.45,63.75,53.95,46.5,35.1,38.2,37.15,26.35,5.85,
614,토요일,2,214,강변,외선,11.2,7.45,14.65,19.4,25.95,34.2,44.75,46.05,49.4,55.35,45.6,64.7,53.55,46.7,34.9,38.9,37.2,23.85,5.1,
615,토요일,2,213,구의,외선,14.25,8.65,16.8,23.2,29.25,35.95,48.5,48.05,53.35,57.55,48.35,63.55,55.65,45.3,34.5,38,36.25,23.1,4.25,
616,토요일,2,212,건대입구,외선,17.55,9.8,18.55,27.15,29.75,39.25,53.65,54.15,60,63.6,51.35,61.25,52.15,44.35,33.1,35.45,35.1,26.15,5.7,
617,토요일,2,211,성수,외선,6.6,8.35,15.75,22.25,28,34.7,42.45,42.85,55.65,51.95,52.25,56.05,60.25,51.4,44.4,46.5,43.2,36.3,13.35,
618,토요일,2,9002,성수,외선,2.9,4.45,6,6.95,11,12.05,14.2,13.5,16.9,15.85,19.05,20.65,24.7,20.75,18.4,21.8,18.65,16.35,3.6,
619,토요일,2,244,용답,외선,2.55,4.45,5.8,7.95,10.8,13.35,14.75,13.6,15.3,15.8,17.5,19.3,21.3,17.6,14.75,17.85,15.1,12.95,2.5,
620,토요일,2,245,신답,외선,2.55,4.85,6.15,8.3,11.45,13.85,14.85,13.65,14.65,15.45,16.35,17.55,19.05,16.75,13,16.2,13.65,11.35,2.15,
621,토요일,2,250,용두,외선,2.35,4.1,5.25,7,10.15,11.8,12.25,12.55,12.4,14,14.6,15.75,17.25,14.75,11.4,14.25,12.15,10.35,1.9,
622,토요일,2,246,신설동,외선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
623,토요일,2,260,까치산,외선,8.2,7,10.7,14.4,15.4,16.25,16.9,15.35,15.35,14.7,16.4,17.65,13.2,11.15,8.75,8.7,9.25,8.35,2.3,
624,토요일,2,249,신정네거리,외선,15.7,11.3,16.6,23.5,24.1,26,26.05,23.5,22.6,19.5,20.65,21.1,15.5,12.25,9.75,8.6,9.15,8.45,2.4,
625,토요일,2,248,양천구청,외선,18.7,14.65,19.5,29.15,30,33.5,32.75,30.35,28.65,24.95,24.1,24.15,18.7,13.95,10.5,9.1,8.7,8.3,2.2,
626,토요일,2,247,도림천,외선,18.85,14.7,19.75,29.35,30.75,34.45,33.45,30.85,29,25.45,24.5,24.65,19.2,14.1,10.55,8.9,8.7,8.2,2.15,
627,토요일,2,9003,신도림,외선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
628,토요일,2,210,뚝섬,내선,13.8,10.1,13.55,22.55,29.05,38.15,40.3,54.2,47.2,49.8,55.85,56.6,57.9,40.8,36.55,35.4,34.2,39.65,11.7,
629,토요일,2,209,한양대,내선,14.05,10.4,14.05,25.25,32.1,39.2,47.15,60.7,51.95,53.2,56.35,56.15,56.1,37.5,33.15,32.8,31.35,32.4,15.2,
630,토요일,2,208,왕십리,내선,14.55,11,15.95,28.9,33.25,40.15,48.4,59.7,54.45,54.05,56.4,56.35,55.35,37.5,33.25,33.55,31.9,33,15.75,
631,토요일,2,207,상왕십리,내선,18.45,13.3,20.95,35.7,40.35,48.45,55.05,69.1,64.4,67.25,67.85,75.35,67.95,53.35,47.9,49.55,48.3,53.1,22.6,
632,토요일,2,206,신당,내선,17.65,13.15,20.55,34.65,41.5,46.8,55.2,67.8,65.7,64.8,69,77.25,68.95,55.3,49.6,51.65,49.7,56.05,23.85,
633,토요일,2,205,동대문역사문화공원,내선,17.1,12.9,20.65,33.05,39.05,43.55,55.35,64.05,64.05,62.95,68,76.25,69.25,56.5,51.4,53.3,52.95,59.85,25.25,
634,토요일,2,204,을지로4가,내선,14.1,11.05,16.6,24.95,31.1,35.65,47.85,51.85,58.65,59.45,55.2,74.65,63.2,55.65,51,54.85,56.7,71.1,16.45,
635,토요일,2,203,을지로3가,내선,14.6,11.55,16.85,25.7,30.85,35.3,48.45,52,55.9,58.85,53.45,73.4,60.15,53.2,49.05,54.4,55.05,69.95,17.2,
636,토요일,2,202,을지로입구,내선,15.45,11.65,17.75,27.05,32.3,37.3,48.55,54.9,59.75,62.8,59.85,79.8,66.2,54.3,51.1,54.2,53.85,69.45,17.65,
637,토요일,2,201,시청,내선,18.2,12.85,20.7,31.85,37.85,41.45,51.8,59.7,62.35,60.15,60.05,75.1,59.2,48.15,44.05,46.8,51.05,64.2,13.5,
638,토요일,2,243,충정로,내선,19.9,14.5,23.2,34.4,39.7,44.65,58.05,63.65,70.3,63.6,58.3,74.1,56.25,48.15,43.3,49.45,53.6,69.05,16.1,
639,토요일,2,242,아현,내선,19.85,14.25,23.3,34.3,39.55,45.65,55.75,61.75,69,61,56.25,72.75,55.25,47.7,41.75,47.9,54.75,73.55,16.45,
640,토요일,2,241,이대,내선,19.1,13.6,23.65,33.05,39.2,43.55,56.15,61.5,67.05,61.35,54.25,74.6,53.8,47.4,42.2,48.5,55.45,65,18.3,
641,토요일,2,240,신촌(지하),내선,19,14,23.6,34,38.7,42.8,55,60.2,65.65,60.5,53.15,73.5,51.95,47.75,41.95,48.55,55.2,66.3,20.5,
642,토요일,2,239,홍대입구,내선,18.55,14.25,26.7,37.7,42.25,45.75,56.5,61.6,67,59.6,50.45,73.55,52.8,46.95,43.25,47.3,48.9,65.45,21.9,
643,토요일,2,238,합정,내선,18.7,13.5,25.9,37.2,45.5,51.45,68.5,75.15,78.35,67.85,52.6,73.3,51.7,44.5,34.75,35.45,31.7,41.05,13.65,
644,토요일,2,237,당산,내선,21,15.45,29.8,43.9,52,59.95,76.1,88.85,89.3,75.7,68.2,82.3,62.65,52.7,35.7,38.1,35.1,41.45,11.6,
645,토요일,2,236,영등포구청,내선,21.85,15.8,29.15,43.8,48.4,54.55,69.45,81.1,80.25,69.4,63.25,73.95,57.1,48.15,34.3,32.25,32.6,39.8,11.9,
646,토요일,2,235,문래,내선,22.85,16.3,29.3,45.45,47.35,52.85,72.75,78.65,75.75,71.5,62.5,70.85,60.35,47.85,34.6,31.05,34.95,41.25,13.15,
647,토요일,2,234,신도림,내선,22.1,16.75,30.75,47.55,46.35,55.6,76.15,75.1,80.45,67.55,64.95,62.6,50.05,47.65,34.5,26.55,26.75,26.45,6.4,
648,토요일,2,233,대림,내선,49.3,16.8,27.4,39.6,42.4,47.85,60.35,59.35,64.65,65.05,57.6,61.15,50.8,50.7,38.25,35,34.65,30.35,9.95,
649,토요일,2,232,구로디지털단지,내선,37.7,15.2,24.5,35.3,37,43.8,56.1,57.85,60.4,58.8,62.45,57.8,50.95,52.45,38.1,39.45,41.4,35.4,11,
650,토요일,2,231,신대방,내선,25.8,11.75,20.85,28.05,32.45,37.75,50.1,50.05,53,53.8,57.8,54.95,49.8,51.1,38.15,40.05,43.15,39.5,12.8,
651,토요일,2,230,신림,내선,20.3,10.85,18.4,24.45,28.55,34.9,46.35,48.75,48.55,54,57.75,52.55,55.1,49.5,39.45,43.55,47.8,42.7,12.5,
652,토요일,2,229,봉천,내선,15.6,10.35,15.9,22.1,25.8,32,45.4,46.15,47.7,53.8,60.1,54.25,69,57.75,47.65,55.15,57.95,53.55,18.1,
653,토요일,2,228,서울대입구,내선,13.65,10.45,15.2,20.2,24.85,30.65,44.75,45.1,46.65,53.1,60.4,55.55,72.3,60.8,50.15,58.9,63.7,55.75,19.7,
654,토요일,2,227,낙성대,내선,16.7,10.8,16.2,22.3,26.25,31.15,46.85,46.45,50.35,54.15,63.9,62.45,77,67.8,55.55,65.8,72.05,64.9,21.9,
655,토요일,2,226,사당,내선,15.75,10.8,15.05,22.65,26.5,30.3,45.55,46.75,51,54.55,65.8,64.15,81.8,72,60.2,70.9,80.6,62.25,32.3,
656,토요일,2,225,방배,내선,16.9,10.8,15.6,23.4,27.7,33.65,49.55,49.65,55.6,55.95,67.35,72.45,84.25,67.2,60.05,69.95,71.45,61.5,28.2,
657,토요일,2,224,서초,내선,16.35,10.75,16.1,23.4,28.15,33.9,49.9,48.1,55,55.65,65.45,74.1,80.4,66,61.95,67.05,72.85,64.05,20.75,
658,토요일,2,223,교대,내선,19.95,12.2,17,24.7,28.65,34.7,50.25,48.1,55.45,55.5,64.3,73.55,79,65.1,61,66.3,76.45,57.95,21.1,
659,토요일,2,222,강남,내선,19.35,11.45,17,24.75,30.25,36.45,45.7,51,55.8,53.55,65.9,73.15,77.55,62.95,56.55,62.75,71.85,54.6,19.9,
660,토요일,2,221,역삼,내선,16.4,11.3,18.2,30.75,34.5,36.25,42.55,50.45,50.55,48.05,52.5,73.5,72.15,59.6,53.9,57.7,59.15,41.1,15.95,
661,토요일,2,220,선릉,내선,15.1,11.85,19.4,34.5,35.1,37.65,43,49.65,50.05,46.45,49.65,70.6,70.75,55.95,51.5,54.8,56.6,36.95,19.85,
662,토요일,2,219,삼성,내선,13.05,10.35,18.35,31.8,31.4,33.15,34.15,41.25,40.6,36.4,47.45,57.5,60,46.4,42.95,47.6,46.05,30.95,16.35,
663,토요일,2,218,종합운동장,내선,16.95,12.15,20.35,38.35,37.8,38.8,37.95,42.65,38.95,34.65,41.7,52.15,46.15,36.4,33.75,35.15,40,27.7,10.25,
664,토요일,2,217,잠실새내,내선,17.15,12.85,20.05,37.35,37.2,40.25,44.5,59.05,41.55,35.75,41.85,40.1,38.65,37.35,34.65,33.5,40.25,27.9,10.65,
665,토요일,2,216,잠실,내선,16.65,13.05,20.45,36.7,38.7,39.8,47.45,61.1,44.8,33.45,46.65,41.35,41.35,38.8,35.9,33.95,39.8,25.6,12.45,
666,토요일,2,215,잠실나루,내선,11.2,11.6,16.15,28.5,34.35,36,41.75,52.1,39.5,32.4,45.7,38.75,42.15,36.3,31.65,30.5,32.7,29.05,20.75,
667,토요일,2,214,강변,내선,11.95,11.9,16.25,27.95,35.1,34.3,41.3,51.65,38.9,35,42.85,37.5,44.25,37.95,30.35,32.8,33.65,33.25,19.4,
668,토요일,2,213,구의,내선,12.25,13.05,16.85,27,32.75,31.95,39.8,50.05,38.75,35.75,43.85,38.8,45.5,40.8,33.45,35.4,35.85,36.05,22.1,
669,토요일,2,212,건대입구,내선,12.75,11.9,16.35,25.25,30.7,31.6,38.6,48.8,38.55,36.75,45.3,41.45,50.75,43.4,37.05,38.6,39.2,44.35,27.25,
670,토요일,2,211,성수,내선,9.1,8.25,12.8,19.65,25.65,30,33.75,44.9,38.5,38.8,51.1,49.2,63.1,51.3,45.5,44.45,44.75,47.3,33.8,
671,토요일,2,9002,성수,내선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
672,토요일,2,244,용답,내선,9.75,8.7,10.45,16.4,18.6,21.65,24.75,28.45,26.35,24.45,25.4,24.75,19.6,10.65,7.75,4.45,5.1,2.6,0.5,
673,토요일,2,245,신답,내선,7.7,7,8.25,13.75,15.5,19.05,22.3,24.65,24.95,22.4,23.9,23.3,18.4,10.95,7.5,4.9,5.35,2.45,0.7,
674,토요일,2,250,용두,내선,6.75,6.15,8.75,11.85,15.1,17.65,20.95,23.1,22.05,22.65,22.7,22.75,18.05,11.3,7.7,4.9,5.3,2.7,0.85,
675,토요일,2,246,신설동,내선,6.1,5.6,7.7,11.15,13.4,15.85,18.65,20.4,19.85,18.7,18.35,20.5,16.75,9.9,6.9,4.75,4.7,2.9,0.6,
676,토요일,2,260,까치산,내선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
677,토요일,2,249,신정네거리,내선,5.6,4.75,7.75,9.3,11.1,11.7,12.05,14.3,14.6,14.2,16.55,18.25,18.1,15.9,13.5,13.2,12.5,13.8,3.85,
678,토요일,2,248,양천구청,내선,5.85,4.7,9,9.95,11.7,11.95,14.75,16.45,17,19.85,24.55,28.1,27.7,25.65,21.35,22.55,20.7,23.5,6.75,
679,토요일,2,247,도림천,내선,5.85,5.4,9.05,10.25,12.65,12.8,16.1,18.1,19.55,24.25,30.4,34.15,33.75,32.05,27.25,28.8,26.2,31.6,9.5,
680,토요일,2,9003,신도림,내선,6.75,5.75,9.5,10.8,13.4,12.8,16.7,18.65,20.1,24.5,31.25,34.1,34.7,31.65,27.9,29.35,26.5,32.15,9.55,
681,토요일,3,309,지축,상선,10.1,8.6,14.8,18.7,24.3,23.2,27.55,33.4,36.85,36.85,51.25,61.35,48.3,56.65,43.35,39.05,39.25,38.15,21.05,
682,토요일,3,310,구파발,상선,10.45,4.65,8.9,11.55,13.25,16.1,16.15,17.25,19.65,20.8,27.95,32.55,29.4,33.55,26.45,35.7,22.85,25.9,0,
683,토요일,3,311,연신내,상선,12.2,6.45,10.55,15.3,19.15,21.2,20.25,22.7,25.1,26.45,33.1,38.95,38.95,39,31.25,38.7,30,27.9,8.7,
684,토요일,3,312,불광,상선,11.35,6.95,11.65,18.5,22.25,24.65,24.1,27.15,30.45,31.8,39.95,49.6,50.35,50.15,40.9,49.65,38.2,33.95,16.6,
685,토요일,3,313,녹번,상선,10.5,6.95,11.45,18.55,23.2,22.7,25.45,27.3,30.25,30,43.55,51.85,52.5,53,43.35,52.6,39.75,34.45,9.75,
686,토요일,3,314,홍제,상선,9.55,7.15,11.65,18.8,22.75,22.4,25.75,27.7,31.3,31.25,46.85,56.15,56.5,58.4,47.95,57.6,44.05,36.45,10.85,
687,토요일,3,315,무악재,상선,9.05,7.55,12.15,19.5,23.75,25.05,26.15,28.15,33.1,37.25,50.85,62.2,62.85,63.8,53.1,66.05,48.65,40.4,12.2,
688,토요일,3,316,독립문,상선,9.05,7.6,12.2,19.65,24.25,25,26.35,28.55,33.9,38,52.2,63.7,65.95,64.4,54.6,67.95,49.45,40.75,12.95,
689,토요일,3,317,경복궁,상선,9.15,7.9,13.05,21.85,28.6,27.3,28.2,30.05,35.4,39.9,53.85,65.25,67.3,66.05,56.2,68.05,51.2,41.8,18.05,
690,토요일,3,318,안국,상선,9.8,8.95,15.95,31.4,41.45,42.35,44.15,49.95,60.65,62.55,83.95,83.6,76.55,63,51.35,61.35,49.65,40.85,10.5,
691,토요일,3,319,종로3가,상선,10.9,11.2,19.95,38.75,53,56.35,60.15,68.8,80.95,86.15,105.95,96,84.9,66.55,49.7,56.05,45.75,41.85,10.7,
692,토요일,3,320,을지로3가,상선,7.1,8.1,14.95,28.15,40.3,44.9,50.7,58.75,66.9,69.6,83.5,75.6,67.3,51.35,38.15,43.55,35.4,32.8,9.25,
693,토요일,3,321,충무로,상선,6.05,7.4,13.35,25.05,36.2,42.25,50.25,58.1,64.8,65.15,74.65,70.6,61.35,45.9,35.25,37,29.25,26.5,7.65,
694,토요일,3,322,동대입구,상선,6.8,7.05,13.1,23.9,31.6,42.15,52.15,59,64.3,59.7,69.05,66.75,61.9,44.7,36.6,39,31.35,27.2,7.4,
695,토요일,3,323,약수,상선,6.6,7.4,13.85,25.85,33.55,44.9,53.5,59.9,64.5,58,67.1,65.1,57.85,41.5,34,37.3,29.65,26.2,7.5,
696,토요일,3,324,금호,상선,7.55,7.7,14.8,26.8,34.55,47.2,58.05,65,68.65,62.8,73.05,70.5,65.6,45.85,38.2,41.05,34.8,29.05,9,
697,토요일,3,325,옥수,상선,6.85,7.55,15,27.15,34.15,47.35,57.6,64.65,67.85,63.3,70.25,72.85,65.3,45.75,38.4,42.05,34.8,29.6,9.35,
698,토요일,3,326,압구정,상선,7.35,7.9,15.6,27.7,35.25,49.05,60.25,67.35,71.4,68.25,75.45,77.4,70.4,50.45,42.25,46.85,38.9,30.7,10.15,
699,토요일,3,327,신사,상선,7.3,8.65,20,35.15,42.15,53.75,63,68.45,69.3,67.25,71,72.6,65.85,44.75,37.65,38.7,34.75,27.9,6.95,
700,토요일,3,328,잠원,상선,6.55,8.7,18.5,37.2,42.1,47.9,55.75,56,59.75,55.25,61.15,58.45,56.3,37.6,32.25,30.5,26.7,20.45,4.15,
701,토요일,3,329,고속터미널,상선,7.1,9,18.35,37.45,42.1,47.7,55.5,56.2,59.4,54.9,61.4,58.3,56.2,37.75,32.35,30.75,27,21.05,4.55,
702,토요일,3,330,교대,상선,8.15,10.6,19.4,33.95,38.85,47.6,53.95,56.5,60.15,52.8,60.6,59.15,59.55,39.3,32.4,29.35,28.55,21.65,5.25,
703,토요일,3,331,남부터미널,상선,6.7,9.45,16,27.7,31.95,41.55,44.75,48.55,47.35,43.35,49.4,50.7,47.45,31.3,25.7,23.3,24.25,16.5,3.25,
704,토요일,3,332,양재,상선,6.85,9.25,15.55,25.45,28.5,35.65,37.4,40.9,39.7,36.05,40.7,40.25,36.95,22,18.5,18.35,18.85,13.95,3.15,
705,토요일,3,333,매봉,상선,6.95,9.65,14.6,23.7,26.4,30.9,30.3,35.55,31.5,28.5,31.45,30.4,29.25,15.7,12.1,12.45,15.4,11.25,2.05,
706,토요일,3,334,도곡,상선,6.75,9.4,14.4,23.15,25.5,29.85,28.75,34.15,29.7,26.75,29.45,28.85,28.15,14.6,11.65,10.75,15.2,10.85,2.15,
707,토요일,3,335,대치,상선,5.8,8.05,12.6,19.7,22.2,25.35,24.45,29.55,25.15,22.95,24.95,24.4,23.9,12.25,9.65,8.75,13,8.95,1.95,
708,토요일,3,336,학여울,상선,5.5,7.4,11.9,19.7,21.4,23.65,22.1,26.9,22.75,19.95,22.15,20.35,19.5,10.2,7.95,7.2,7.2,7.15,1.8,
709,토요일,3,337,대청,상선,5.9,7.3,12.7,20.4,22.1,23.4,21.95,23.5,19.55,17.45,19.05,16.75,14.9,8.95,7.35,7.05,7,7.2,1.8,
710,토요일,3,338,일원,상선,5.35,6.35,11.1,18.3,19.6,20.7,19.25,20.95,17.1,15.8,17.25,15.25,13.5,8.2,7.25,6.7,6.6,7.15,2.05,
711,토요일,3,339,수서,상선,5.45,6.25,11.4,17.35,17.95,17.85,17.85,18.3,15.25,13.95,15.1,13.65,12.75,7.25,7.35,6.4,6.7,6.95,2.05,
712,토요일,3,340,가락시장,상선,12.55,6.9,10.9,18,16.6,14.2,18.15,14.75,13.5,13.05,13.5,12.65,12.8,8.05,9.15,8.1,8.15,5.7,1.85,
713,토요일,3,341,경찰병원,상선,8.15,4.1,7.4,11.4,10.7,8.65,10.75,9.8,8,7.8,8.15,7.15,7.15,3.7,4.95,4.25,4.35,2.3,0,
714,토요일,3,342,오금,상선,7.15,3.4,5.9,9.1,8.5,6.55,8.55,7.85,6.2,6,6.6,5.65,5.95,3.1,3.85,3.85,3.5,2,0,
715,토요일,3,309,지축,하선,25.15,17.15,37.2,41.5,48.65,48.5,62.25,50.65,55.7,54.55,55.15,51.05,34.7,24.6,18.7,13.7,13.3,7,2.95,
716,토요일,3,310,구파발,하선,9.3,11,24.1,33.85,34.3,44.15,38,33.35,34.3,33.1,34.75,32.8,24.2,15.5,13.75,12.15,10.5,7.1,2.55,
717,토요일,3,311,연신내,하선,12.65,12.3,28.1,35.65,38.8,49,39.05,37.5,36.45,35.4,36.15,34.95,26.2,16.15,13.35,10.95,10.1,7.85,4.45,
718,토요일,3,312,불광,하선,16.7,15.4,32.45,42.5,44.75,56.55,46.3,44.2,42.75,42.35,44.1,41.7,30.15,18.7,15.65,12.7,11.55,9,4.65,
719,토요일,3,313,녹번,하선,19.45,17.45,36.35,47.2,49.15,60.75,50.5,47.6,46.45,45.2,47.05,44.45,31.35,18.9,15.35,12.7,11.2,8.55,3.6,
720,토요일,3,314,홍제,하선,22.7,19,40.1,50.15,54.15,65.7,57.2,51.45,52.55,47.2,53.75,48.9,33.8,21.25,16.55,13.35,12.1,8.35,2.85,
721,토요일,3,315,무악재,하선,23.35,19.35,40.85,51.3,55.4,67.4,58.6,53.35,53.85,48.35,54.85,49.95,34.45,21.6,16.65,13.3,11.95,8.35,2.8,
722,토요일,3,316,독립문,하선,21.35,19.25,39.7,51.65,55.6,67.35,60.35,55.95,56.4,51.8,58.3,54,39.1,23.75,17.65,13.4,12.75,8.35,2.55,
723,토요일,3,317,경복궁,하선,21,19.05,38.2,51.3,55.7,67.8,63.55,61.95,58.85,60.55,66,70.1,70.4,50.95,33.15,33.25,23.95,13.6,4.15,
724,토요일,3,318,안국,하선,20.9,18.35,37.5,50.3,54.4,67.3,65.4,63.7,64.6,67.75,77.6,89.7,94.55,72.45,54,50.7,35.95,19.2,4.45,
725,토요일,3,319,종로3가,하선,17.2,14.15,27.75,40.35,42.55,51.9,49.55,50.35,50.3,55.15,64.15,76.3,77.35,61.15,50.45,44.7,33.45,18.6,5,
726,토요일,3,320,을지로3가,하선,15.15,12.4,24.15,36.25,39.6,45.2,44.5,42.95,44.85,48.85,54.95,72,70.05,55.5,48.1,45.35,34.95,21.65,6.7,
727,토요일,3,321,충무로,하선,18.8,14.4,28.75,45.75,45.6,48.5,47.3,44.15,46.5,48.5,53.5,67.1,61.9,46.9,41.65,39.05,32.45,20.05,7.05,
728,토요일,3,322,동대입구,하선,18.05,13.2,26.4,41.45,42,43.65,43.9,40.95,45.35,48.45,53.15,66.3,62.35,47.3,42.5,39.8,34.55,21.45,7,
729,토요일,3,323,약수,하선,23.1,15.25,29.1,49.35,48.05,49.15,49.7,47.1,48.85,52.35,55.3,69.45,65.35,51.55,43.85,40.7,35.75,22.3,8.5,
730,토요일,3,324,금호,하선,24.25,15.55,29.05,49.15,49.7,49.8,50.05,47.2,47.75,51.65,56.2,66.15,66.9,50.25,42.7,39.65,34.6,21.45,8.05,
731,토요일,3,325,옥수,하선,25.95,18.05,32.05,55,54.9,53.15,56.8,51.5,50.5,55.25,58.95,68.55,69.15,51.1,42.9,39.45,34.6,21.55,7.85,
732,토요일,3,326,압구정,하선,17.15,16.5,26.25,43.95,47.05,47.9,53,48.4,50.8,56.6,61.5,69.7,69.7,55.15,45.6,43.8,38.1,24.55,7.55,
733,토요일,3,327,신사,하선,15.6,15,18.75,33.15,35.05,39.05,44.1,42.85,41.4,47.3,48.4,60.5,56,45.2,37.9,37,34.95,24.15,6.95,
