연번,요일구분,호선,역번호,출발역,상하구분,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-00시,00시-01시
437,평일,7,2715,노원,상선,8.65,11.85,16.45,9.8,7.4,10.75,13.8,13.25,13.25,15.95,21.95,29.65,41.9,37.65,24.8,23,27.3,21.4,11.6,7.4
438,평일,7,2716,중계,상선,12.3,18.7,27.8,18.85,12.9,16.7,19.15,19.2,20.2,23.9,31.25,41.5,57.5,48.35,29.7,28.65,32.7,24.2,14.3,8.9
439,평일,7,2717,하계,상선,12.45,20.2,31,19.75,13.2,17.3,19.55,20.15,21.1,25.25,33.75,45.85,64.9,56.15,35.25,34.3,38.5,29.45,17.35,11.7
440,평일,7,2718,공릉,상선,12.6,22.15,33.05,20.1,14.55,18.15,20.7,22.7,23.2,27.4,36.1,50.55,74.85,66.3,42.25,40.85,45.9,36.25,21.15,13
441,평일,7,2719,태릉입구,상선,12.2,23.8,36.35,22.15,16.85,19.2,21.35,24.7,24.35,28.8,38.7,54.4,81.55,70.25,45.25,44,49.1,39.35,23.3,7.6
442,평일,7,2720,먹골,상선,19.45,23.95,39.9,21.45,17.9,20.75,21.25,24.65,24.2,27.25,37.8,51.6,77.8,68.05,45.75,43.1,48.55,40.1,23.25,10
443,평일,7,2721,중화,상선,16.65,23,37.9,21.25,17.9,20.85,21.5,25.05,24.9,28.4,39.6,54.8,82.1,71.15,48.75,46.6,51.95,40.1,25.3,11.2
444,평일,7,2722,상봉,상선,16.65,23.5,39.25,20.6,18,21.55,22.3,25.6,25.8,30.5,43,59.15,92,72.2,51.05,50.8,55.9,43.5,27.7,13.1
445,평일,7,2723,면목,상선,17.7,25.7,37.6,20.5,18.65,23.05,23.9,27.95,28.35,34.7,48.3,67.2,107.3,86.55,60.3,58.75,64.15,50,31.65,16.1
446,평일,7,2724,사가정,상선,16.95,24.5,36.65,20.35,18.95,23,24.05,28.2,29.1,36.3,50.15,71.15,113.85,91.65,65.75,64.3,69.65,55.05,35.05,18.4
447,평일,7,2725,용마산,상선,15.65,22.95,35.15,20.35,19.4,23.2,24.55,29.1,30.25,38.8,53.4,76.15,125,97.85,71.3,69.45,75.85,54.3,38.6,20.7
448,평일,7,2726,중곡,상선,15.05,22.9,35.05,20.15,19.35,23,26.35,29.3,30.55,41.6,56.15,82.9,128.5,98.4,73.5,72.95,77.5,56.35,36.7,16.4
449,평일,7,2727,군자,상선,16.75,24.15,38.9,21.1,20.4,24,27.45,30.7,31.85,43.85,58.5,85.9,129.9,103.25,77.8,77.4,81.1,59.4,39.15,17.9
450,평일,7,2728,어린이대공원,상선,14.95,22.3,34.3,20.1,18.65,22.1,26.5,30,32.55,45.6,60.5,86.6,132.05,106.1,79.95,81.6,85.4,62.9,43.05,19
451,평일,7,2729,건대입구,상선,14.45,22.85,36.9,27.35,28.35,26.05,30.75,34.7,34.6,47.55,61.4,87.6,130.95,102.7,80,80.75,85.35,57.35,42.9,10.2
452,평일,7,2730,자양(뚝섬한강공원),상선,14.55,22.8,40.35,31.2,30,26.25,29.55,32.65,31.5,40.7,50.5,73.65,111.85,87.55,64.85,62.95,64.6,43.2,31.95,10.9
453,평일,7,2731,청담,상선,13.75,22.6,40.6,28.35,29.55,26,29.4,32.5,31.85,41.15,50.85,74.7,114.85,86.9,64.8,64.65,65.6,44,27.85,11.5
454,평일,7,2732,강남구청,상선,19.15,26.4,48,36.9,33.05,28.35,29.2,33.25,32.95,39.15,49.45,73.7,101.85,78.85,57.7,60.3,60.05,39.4,27.3,11.6
455,평일,7,2733,학동,상선,27.8,32.35,61.85,50.4,43.6,32.45,31.1,34.85,33.8,37.55,45.2,66.15,88.75,66.9,50.05,51.1,51.5,34.55,25,11.5
456,평일,7,2734,논현,상선,31.35,39.55,76.75,67.3,54.25,36.85,32.25,35.8,34.35,35.7,41.95,59.6,73.3,56.7,44.6,46.35,46.6,31.7,20.6,11.4
457,평일,7,2735,반포,상선,34.45,45.25,89.1,76.45,59.35,36,31.45,33.9,31.3,33.35,37,51.8,57.65,43.45,33.25,36,34.15,24.15,16.7,5.5
458,평일,7,2736,고속터미널,상선,39.15,46.65,90.45,77.85,58.25,36.2,31.45,33.75,31,32.65,35.75,49.7,56.1,42.25,32.45,34.75,33.2,23.85,16.75,6
459,평일,7,2737,내방,상선,54.15,72.25,121.1,93.65,68.75,44.2,36.55,39.95,34.95,34,36.45,48.6,52.55,38.75,27.8,30.6,27.5,21,16.35,3.2
460,평일,7,2738,총신대입구,상선,71.6,72.95,121.65,97.05,69.75,44,35.9,39.2,34.15,33,34.55,45.2,46.95,36.3,26.4,28.4,25.65,20.45,16.65,4.2
461,평일,7,2739,남성,상선,71.85,70.6,115.95,88.2,58.05,39.05,32.85,35.2,30.8,30.45,31.75,42,42.65,32.4,23.45,23.75,21.5,16.75,13.65,4.4
462,평일,7,2740,숭실대입구,상선,67.15,67.85,109.3,80.35,54.55,35.9,31.1,33.45,28.15,29.2,32.45,40.95,42.55,31.95,23.5,23.2,21.3,17.2,11.65,4.9
463,평일,7,2741,상도,상선,63.1,62.6,101.75,74.5,52.55,34.5,30.05,32.05,26.15,25.95,27.75,36.7,37.55,30.6,21.8,20.2,18.5,14.5,10.55,5.4
464,평일,7,2742,장승배기,상선,59.95,59.2,95.45,71.7,51.95,33.85,29.6,31.4,25.4,24.45,26.8,34.8,35.75,31.55,19.95,19.65,17.4,14.1,10.85,4.7
465,평일,7,2743,신대방삼거리,상선,56.25,58.7,90.5,68.25,47.7,32.2,28.75,30,25,24.05,27.25,35.25,36.15,31.9,20.3,20.1,16.65,14.9,11.65,5.5
466,평일,7,2744,보라매,상선,50.45,51.7,78.95,61.3,43.3,29.9,26.8,28.2,24.15,23.05,26.65,35.35,37.65,33.65,20.8,20.6,17.6,16,12.8,6.7
467,평일,7,2745,신풍,상선,46.95,52.75,81.8,61.45,42.3,28.55,25.55,27.05,23.05,21.55,24.6,33.4,36.8,34.3,21.2,19.95,17.15,16,12.85,7.7
468,평일,7,2746,대림,상선,52.95,50.8,76.55,57.45,39.2,27.55,24.55,26.05,22.45,21.8,25.25,34.95,38.85,36.05,22.6,21.15,18.4,17.45,13.85,8.6
469,평일,7,2747,남구로,상선,56.75,64.25,94.05,71.45,49.15,34.7,30.95,32.25,27.65,26.25,30.35,42.75,45.55,41.35,25.75,23.9,19.4,16.75,13.05,8
470,평일,7,2748,가산디지털단지,상선,48.65,66.55,100.8,79.4,51.9,35.15,31,32.25,27.9,26.4,30.5,42.6,44.05,40.5,25.45,24.05,20.05,17.7,12.1,8.3
471,평일,7,2749,철산,상선,56.7,84.9,138.35,115.9,65,36.7,32.8,31.85,26.85,23.9,27,32.75,23.75,23.3,17.2,17.05,15.35,15.4,9.95,7.7
472,평일,7,2750,광명사거리,상선,50.9,71.5,123.5,103.35,56.5,32.3,29,29.3,24.8,22.2,24.35,30.4,22.25,23.8,16.8,14.85,14.65,14.4,9.8,7.8
473,평일,7,2751,천왕,상선,39.6,63,110.35,90.35,46.05,31.15,25.65,25.4,21.3,19.25,22,25.85,20.2,22.2,15.2,13.5,14.1,14.05,9.7,0
474,평일,7,2752,온수,상선,33.45,59,99.3,75.9,42.05,29.25,23.1,22.45,19.4,17.65,20.05,23.6,18.85,22.65,14.65,13.15,14.3,14,9.85,0
475,평일,7,2711,장암,하선,4.15,8.7,12.85,6.2,2.3,1.35,1.35,1.45,1.6,1.5,1.9,1.95,2,1.45,0.75,0.5,0.7,0.35,0.05,0
476,평일,7,2712,도봉산,하선,11.1,20,23.05,24.45,13.5,9.75,9,9.45,9.45,9.2,10.25,10,9.7,8.75,5.3,4.3,4.55,2.9,1.7,0
477,평일,7,2713,수락산,하선,17.15,26.55,32.05,32.85,19.05,13.75,12.85,13.2,13.05,12.7,13.45,13,12.3,10.5,6.7,5.65,5.8,3.85,1.9,0
478,평일,7,2714,마들,하선,26.05,35.2,45.6,43.85,26.7,18.15,17.3,17.95,16.1,14.6,16.8,15.35,13.8,12.7,7.6,7,6.8,4.55,1.9,2
479,평일,7,2715,노원,하선,30.4,40.9,54.7,51.6,32.45,23.05,23.15,24,21.5,20.7,24.55,22.8,21.75,20.1,14.75,14.1,17.85,10.8,5.95,4.7
480,평일,7,2716,중계,하선,35.95,48.6,64.4,59.9,38.95,26.75,26.75,26.8,24.45,23.2,25.8,26.15,23.6,20.3,15.1,14.8,19.55,11.1,6.05,4.6
481,평일,7,2717,하계,하선,42.25,57.65,76.7,69.15,44.35,30.6,30.2,29.45,26.55,25.4,29.4,30.85,26.15,21.8,17.15,15.95,20.9,12.4,6.25,4.4
482,평일,7,2718,공릉,하선,48.9,62.15,82.8,72.65,46.2,32,31.75,31.25,28.2,26.8,32.5,33.45,28.55,23,18.1,17.6,22.75,15.25,6.85,4.6
483,평일,7,2719,태릉입구,하선,41.2,60.05,80.1,72.1,44.7,30.8,30.7,30.7,27.6,27.8,32.7,35.3,30.4,25.4,19.45,18.25,22.9,15.8,7.55,5.4
484,평일,7,2720,먹골,하선,45.2,61.75,85.3,77.95,50.5,33.5,31.05,32.55,28.85,28.45,31.7,35.75,30.2,26.65,19.2,17.8,22.9,15.35,7.2,4.9
485,평일,7,2721,중화,하선,49.95,67.1,90.3,81.85,53.35,35.1,32.45,33.95,29.85,29.15,32.45,36.75,30.9,27,19.2,18.1,22.55,15.1,7.05,4.4
486,평일,7,2722,상봉,하선,63.1,80.25,110.4,100.3,64.05,40.3,37.35,38.35,33.05,31.05,35.25,39.1,32.3,30.5,19.85,19.2,22.5,15.15,7.3,3.7
487,평일,7,2723,면목,하선,72.5,83.15,120.5,107.7,72.35,43.25,39.2,40.4,34.1,31.8,36,41.45,32.7,30.5,19.8,18.75,21.3,16.45,6.7,4.5
488,평일,7,2724,사가정,하선,80.45,91,130.35,116.85,77.25,45.45,41.1,42.1,35.05,32.4,36.7,41.5,32.85,29.85,19.9,19,20.7,16.05,8,4.1
489,평일,7,2725,용마산,하선,84.3,94.85,133.2,119.4,79.3,46.35,41.85,42.7,35.6,32.7,36.9,41.8,32,31.55,20.3,18.9,20.5,15.7,7.85,3.9
490,평일,7,2726,중곡,하선,89.45,99.8,140.85,122.95,86.5,48.55,44.2,44.8,37.45,34.35,39.8,45.5,34.85,33.05,21.25,19.6,21.25,15.7,7.7,3.7
491,평일,7,2727,군자,하선,88,95.05,140.2,129.7,97.65,54.15,44.45,47.3,37.95,34.55,38.05,43.7,35.15,32.9,21.15,19.8,21.3,15.9,7.05,3.4
492,평일,7,2728,어린이대공원,하선,97.4,93,139.1,126.8,90.8,52.85,43.25,46.7,39.4,38.8,43.2,49.7,41.85,37.6,23.9,22.8,25.65,20.75,8.05,2.7
493,평일,7,2729,건대입구,하선,57.45,77.9,111.75,99.8,73.85,41.95,34.8,38.25,33.2,35.25,39.5,47.1,41.6,38.35,26.1,26.7,32.55,26.8,11.7,1.2
494,평일,7,2730,자양(뚝섬한강공원),하선,60.05,75.75,114,103.3,79.65,43.75,35.1,37.35,34.05,34,36.95,46.65,40.25,37.55,26.15,25.75,31.95,26.15,11.4,1.8
495,평일,7,2731,청담,하선,46.95,67.7,99.95,88.25,73.6,41.85,35.2,36.85,33.95,35.5,39.4,52.6,47.8,42.65,28.85,27.7,33.7,27.25,11.05,4.1
496,평일,7,2732,강남구청,하선,40.55,53,83.2,69.75,62.25,39.05,33.15,35.15,34.3,36.45,41.35,56.75,58.2,55.7,36.3,34,40.1,31.5,12.15,8.5
497,평일,7,2733,학동,하선,37.35,48.6,71.8,52.6,50.25,35.45,32.55,34.8,34.5,38.5,45.7,64.5,74,68.85,42.35,39.8,45.1,40,13.5,8.2
498,평일,7,2734,논현,하선,27.55,38.95,53.8,32.75,35.25,29.85,29.05,31.4,31.4,36.3,44.1,64.4,80.9,73.8,46.5,43.95,50.85,44.05,16.6,8.8
499,평일,7,2735,반포,하선,25.65,38.1,53.45,33.1,34.3,29,28.35,30.8,31.05,36.35,45.15,66.5,79.95,75.5,48.2,44,50.6,43.9,16.3,8.3
500,평일,7,2736,고속터미널,하선,22.35,32.15,47.8,29.2,32.05,26.8,29.2,32.4,32.65,41.65,54.15,80.4,98.2,93.95,62.1,58.55,65.5,55,19.4,9.9
501,평일,7,2737,내방,하선,18.75,30.95,46.05,25.25,29.2,25.65,28.65,31.55,32.15,41.5,54.45,82.15,101.55,95.05,64.6,59.75,66.4,54.5,18.75,9.4
502,평일,7,2738,총신대입구,하선,15.9,25.5,42.65,22.85,27.9,23.6,25.95,28.65,28.6,36.8,46.1,69.65,88.15,85.65,57.7,54.5,60.5,59.4,21.3,10.8
503,평일,7,2739,남성,하선,16.85,26.65,44.7,22.85,27.35,22.7,25.2,27.7,27.45,35.1,43.7,65.65,82.95,79.5,55.8,50.95,55.7,54.4,19.6,16.7
504,평일,7,2740,숭실대입구,하선,15.25,26.6,44.95,21.1,20,19.4,21.55,24.1,25.45,33.15,42.2,62.85,77,74.6,51.7,48.25,52.8,50.05,18.15,14.5
505,평일,7,2741,상도,하선,15.8,26.55,46.3,20.65,18.05,17.75,19.85,22.4,24.4,31.2,39.8,58.7,73.9,70.5,47.4,46.85,50.3,46.75,16.9,12.6
506,평일,7,2742,장승배기,하선,15.8,27.3,47.55,22.5,18.25,17.85,19.85,22.15,23.7,30.6,38.8,58.2,69.95,68.4,46.85,44.8,48.8,43.45,17.2,11.3
507,평일,7,2743,신대방삼거리,하선,18.7,28.2,52.1,25.35,19.1,17.95,19.8,22.15,22.75,28.85,36.15,54.7,64.45,61.1,41.7,40.2,43.55,39.85,16.45,8.3
508,평일,7,2744,보라매,하선,19.7,28,50.35,25.15,18.8,18.1,18.85,21.25,22.35,27.25,34.85,51.7,66.75,59.7,40.8,38.35,41.85,37.45,14.85,6.7
509,평일,7,2745,신풍,하선,20.05,30,55.8,27.55,19.65,18.55,19.1,21.65,22.45,26.95,34.4,49.8,65.15,56.4,38.35,36.25,39.05,34.8,13.7,5.1
510,평일,7,2746,대림,하선,26.1,33.9,61.65,34.4,22.75,21.75,22.65,25.35,27.4,32.1,41.2,60,81.65,72.5,50.5,43.55,47.85,44.9,17.45,12.4
511,평일,7,2747,남구로,하선,31.65,35.6,58.35,34.9,22,21.45,22.75,25.35,27.05,31.1,40.65,59.4,87.45,77.4,51.75,43.55,45.75,44.95,18.55,11.5
512,평일,7,2748,가산디지털단지,하선,26.95,30.55,34.55,13.85,13.45,18.85,22.35,26.55,28.4,35,49.35,81.7,132.75,103.35,65.2,54.8,55.15,52.65,24.05,13.2
513,평일,7,2749,철산,하선,26.1,30.5,35.85,13.35,12.45,16.95,21.8,23.6,25.45,31.1,43.65,69.95,118.65,91.35,56.9,48.65,47.9,44.45,20.25,10.7
514,평일,7,2750,광명사거리,하선,23.9,29.75,36.7,12.65,10.9,14.55,17.9,20.45,21.6,26.55,37.75,61.7,105.5,79.9,49.15,41.6,42.1,37.85,16.65,8.7
515,평일,7,2751,천왕,하선,24.7,30.15,37.7,13.25,10.35,13.9,16.5,18.6,19.55,24.1,33.95,56.6,96.9,71.25,45.3,36.1,37,32.85,14.5,7.4
516,평일,7,2752,온수,하선,14.65,11.85,32.7,13.25,8.3,12.9,14.5,16.8,18.75,20.6,30.05,51.8,84.35,69.35,46.6,34.85,31.8,39.25,17.2,8.3
517,평일,8,2810,암사역사공원,상선,2.7,2.95,7.85,6.65,6.95,7.55,7.95,10.1,12.35,14.2,19.95,26.6,39.25,46.6,29.35,28.15,32.35,30.7,16.3,9.1
518,평일,8,2811,암사,상선,3.55,3.9,9.4,7.3,7.75,8.9,9.7,12,14.65,17.05,24.75,31.7,45.8,54.8,33.35,33.9,39.45,36.8,19.1,5.1
519,평일,8,2812,천호,상선,4.85,5.9,14.2,12.7,12.55,14.1,15.8,19.2,22.75,27.75,38.9,46.7,66.65,77.95,47.9,48.1,56.75,51.35,27,8.3
520,평일,8,2813,강동구청,상선,10.85,12,31.05,26,25.45,26.45,27.1,33.45,35.5,45.2,62.55,67.35,103.15,116.55,67.85,70.8,79.4,68.25,34.05,8.7
521,평일,8,2814,몽촌토성,상선,10.25,12.9,34.4,29.25,24.25,26.55,27.85,34.6,36.75,46.75,66.45,71.75,112.2,118.65,72.6,75.5,84.7,74.05,37.2,9.6
522,평일,8,2815,잠실,상선,11.75,13.7,36.65,33.65,26.6,27.7,30.1,35.4,38.25,47.7,64.45,73.2,112.65,121.3,74.4,76.75,85.85,75.4,38,6.5
523,평일,8,2816,석촌,상선,21.05,35.2,99.5,82.6,56.9,49.1,44.45,48.55,44.7,51.1,61.5,74.75,104.35,90.75,51.6,54.2,55.55,43.4,20.8,4.4
524,평일,8,2817,송파,상선,24.35,42.35,113.8,94.45,65.75,53.25,47.35,52.3,46.7,53.5,62.6,77.25,106.35,89.9,49.55,53.65,49.2,40.35,18.85,4.2
525,평일,8,2818,가락시장,상선,22.55,39.55,103.9,83.9,58.5,49.55,45.3,50.05,45.45,52,61.5,74.8,111.05,86.4,49.25,53.75,48.8,40.75,17.15,2.4
526,평일,8,2819,문정,상선,29.85,43.05,112.8,87.8,57.25,45.75,42.1,46.4,42.15,45.4,53.3,69.3,98.2,72.55,42.3,46.2,40.45,33.25,14.4,2.6
527,평일,8,2820,장지,상선,26.45,42.9,113.1,93,56.1,39.9,35.4,39.4,33.9,36.25,42,52,58.9,50.25,30.6,32.75,27.4,25.3,11.6,2.3
528,평일,8,2821,복정,상선,22.7,34.45,97.4,80.55,49,34.4,30.5,32.65,28.85,29.55,33.85,43,47.8,42.2,25.85,26.5,22.65,23.7,11.5,2.2
529,평일,8,2828,남위례,상선,21,30.65,78.6,59.25,31.9,22.3,20.55,22.35,17.8,17.75,21.55,25.55,24.75,17.65,11.3,12.25,11.15,10.3,4.25,1.3
530,평일,8,2822,산성,상선,19.05,27.9,69.65,51.05,28.2,18.65,17.7,19.8,15.55,15.4,18.8,21.4,20.25,14.75,9.4,10.15,8.85,7.25,3.65,1.1
531,평일,8,2823,남한산성입구,상선,16.1,24.3,59.4,42.25,23.4,15.65,15.5,17.75,14.15,14.6,17.7,20.3,19.4,14.25,9.45,10.35,9.85,6.8,2.95,1.1
532,평일,8,2824,단대오거리,상선,10.1,15.4,38.4,29.6,16,11.25,10.95,12.35,11.1,11.25,14.95,14.9,15.4,13.75,9.25,9.9,9.85,7.15,3.1,1
533,평일,8,2825,신흥,상선,4.45,6.85,19.35,16.25,9.6,8,8.35,8.9,9,10.8,13.5,12.3,13.1,11.95,8.5,8.85,9.6,7.15,2.95,0.9
534,평일,8,2826,수진,상선,2.65,3.65,11.95,11.4,7.2,6.4,7.25,8.2,8.25,10.15,12.75,11.2,12.45,12.45,8.4,8.65,9.85,7.15,2.75,0.7
535,평일,8,2827,모란,상선,1.45,1.7,6.95,8.2,5.85,5.65,6.65,7.95,8,9.8,12.4,10.15,12.5,13.25,8.55,8.65,9.75,7.45,3.05,0.4
536,평일,8,2810,암사역사공원,하선,25.1,42.85,72.15,53.5,25.4,19.15,17.7,17.3,14,12.6,13.75,17.5,15.35,9.75,5.7,5.3,5.8,4.65,3.35,1.4
537,평일,8,2811,암사,하선,36,62.75,90.05,77,37.2,29.1,26.95,26.85,21.95,19.8,21.15,24.95,23.15,14.6,9.05,8.3,9.2,6.8,4.1,2.4
538,평일,8,2812,천호,하선,48.5,84.75,130.3,124.5,62.7,41,41.4,41.35,35.7,33.7,38.95,48.95,47.5,31.75,19.35,18.15,22.5,16.75,9.7,3.8
539,평일,8,2813,강동구청,하선,53.35,90.75,136.6,127.2,65.6,43.35,43.05,42.85,36.6,34.6,39.75,49,52.3,31.8,19.45,18.6,22.35,16.3,8.6,5.2
540,평일,8,2814,몽촌토성,하선,51.55,87.6,135.15,133.95,66.35,44.25,43.9,43.8,38.2,36,41.4,53.35,55.55,36.6,20.05,19.6,23.2,17.65,8.75,4.9
541,평일,8,2815,잠실,하선,40,65.3,97.65,93,50.3,36.85,39.65,42.8,42.65,45.55,54.35,73.8,92.6,75.8,42.65,42.55,54.5,43.65,22,9.2
542,평일,8,2816,석촌,하선,36.1,65.55,97.55,97.55,49,36.05,40.8,44.6,42.7,47.85,57,77.7,99.85,86.55,49.4,47.35,60.65,49.8,24.55,9
543,평일,8,2817,송파,하선,36.4,61,98.1,96.15,48.8,36,40.2,42.6,41.1,44.95,53.75,73.35,91.95,80.1,45.15,43.3,56.45,45.7,27.85,7.7
544,평일,8,2818,가락시장,하선,28.7,50.15,83.3,84.6,47.4,32.25,34.8,38.65,36.1,41.95,49.25,68.35,88.25,78.35,43.65,41.7,52.4,45.7,26.25,6.2
545,평일,8,2819,문정,하선,24.5,39.2,52,43.7,30.7,25.05,28.65,31.95,30,36.75,43.35,65.1,91.15,76.6,41.1,38.65,49.8,41.95,23.75,11
546,평일,8,2820,장지,하선,21.3,33.05,44.85,37.05,24.4,19.4,23.9,26.1,25.85,31.45,38.2,56.75,80,67,35.55,35.8,43.65,38.1,19.85,9.2
547,평일,8,2821,복정,하선,9.25,14.1,21.35,19.45,14,9.6,13.4,16.2,16.35,19.7,26.15,36.3,55.35,53.9,27.95,26.45,32.65,31.2,17.9,8.8
548,평일,8,2828,남위례,하선,7.5,12.45,17.45,15.75,12.2,8.4,11.75,14.35,14.25,16.75,22.8,34,48.15,48.15,24.75,23.65,27.65,27.55,15.8,7.8
549,평일,8,2822,산성,하선,8.45,13.6,17.55,15.3,12.75,7.95,10.85,13.4,12.9,14.4,19.85,29.2,39.85,38.4,19.65,19.05,22.25,23,11.95,9.3
550,평일,8,2823,남한산성입구,하선,10,13.95,18.45,10.6,7.9,7.75,9.2,10.55,10.6,12.1,16.2,22.4,29.4,27.3,14.25,12.4,14.95,14.2,8.6,6.5
551,평일,8,2824,단대오거리,하선,10.5,13.65,19.1,10.05,7.55,7.25,8.65,9.2,9.1,9.4,11.8,15.3,17.4,13.3,6.95,6.45,7.4,7.1,4.3,3.5
552,평일,8,2825,신흥,하선,10.5,14.1,20.8,10.1,7.5,6.85,8,8.2,7.4,7.65,9.25,11.85,12.7,8.2,4.3,3.9,4.4,4.05,2.55,2.1
553,평일,8,2826,수진,하선,14.3,16.05,20.7,11.4,8.55,7.1,8,8.15,7.15,7.4,8.95,11.25,10.65,4.6,2.35,2.65,2.45,2.05,0.65,0.6
554,평일,8,2827,모란,하선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,토요일,1,158,청량리,상선,8.35,5.75,7.55,11.4,13.05,13.1,16.95,17.6,22.3,25.55,33.45,36.8,34.5,29.8,29.4,29.95,27.85,24.95,17.75,
556,토요일,1,157,제기동,상선,9.95,8.85,9.2,15.05,16.7,19.35,21.7,22.95,28.3,31.85,38.6,45.3,40.3,34,36.05,31.3,31.5,27.85,21.3,
557,토요일,1,156,신설동,상선,10.45,10.05,10.25,17.4,21.3,24.15,29.25,28.7,35.45,39.35,40.85,48.8,41.3,36.65,36.6,31.9,33.75,28.75,21.6,
558,토요일,1,159,동묘앞,상선,10.3,10.2,11.6,16.95,22.3,25.45,30.05,30.45,36.4,36.75,43.85,46.3,42.8,33.3,37.45,34.9,30.2,28.45,20.2,
559,토요일,1,155,동대문,상선,10.05,10.9,12.5,19.25,26.2,30.8,36.8,36.6,42.5,45.15,46.55,51.7,46.3,36.2,41.2,38.5,32.45,32.25,19.7,
560,토요일,1,154,종로5가,상선,9.1,10.5,11.9,19.1,29.15,32.5,37.1,40.2,42.25,45.85,45.6,51.75,47.9,37.05,42.25,41.5,32.55,32.9,19.3,
561,토요일,1,153,종로3가,상선,9.5,11.5,13.5,21.6,34.45,36.6,45.5,46.8,46.1,47.65,47.15,54.5,46.65,36.2,42.15,37.75,33.2,32.3,19.75,
562,토요일,1,152,종각,상선,10.55,10.8,13,23.45,34.9,38.05,45.7,46.7,50.25,49,49.8,52.25,43.05,31.65,35.7,29.8,26.5,26.8,15.75,
563,토요일,1,151,시청,상선,12.15,12.85,15.85,26.3,39.7,41.9,52.7,52.2,56.3,52.95,51,51.2,41.4,27.55,23.8,22.55,19.95,22.35,14.8,
564,토요일,1,150,서울역,상선,13.3,14.35,17.7,29.35,47.35,49.65,64,65.3,70.75,58,49.75,47.85,37.6,25.25,20.75,19.95,17.85,17,9.1,
565,토요일,1,158,청량리,하선,16.3,12.15,22.25,28.35,36.5,33.85,40.4,39.15,42.4,38.5,32.05,31.1,24.85,16.95,13.3,11.25,8.1,7.95,3.8,
566,토요일,1,157,제기동,하선,16.65,12.5,25.6,26.45,38.75,38.1,41.95,44.05,47.65,45.3,38.5,35.6,30.05,19.35,15.4,12.4,8.75,8.2,3.55,
567,토요일,1,156,신설동,하선,17.95,12.85,25.55,27.75,39.3,42.1,43.2,46.9,49.35,48.45,40.4,39.45,33.65,20.8,15.9,13.6,9.85,8.6,3.65,
568,토요일,1,159,동묘앞,하선,13.85,11.5,23.3,28.85,43.45,44.5,46.6,53.55,60.2,50.9,50.9,43.4,42,24.95,17.35,15.05,10.75,9,3.5,
569,토요일,1,155,동대문,하선,13.65,11.5,20.95,30.1,43,43.45,45.25,57,57.6,53.05,54.2,46.9,44.85,26.85,19.6,16.7,12.35,10,3.7,
570,토요일,1,154,종로5가,하선,12.85,11.25,19.15,28.9,41.2,42.2,45.7,58.55,58.9,58.55,59.6,52.4,50.4,33.4,26.15,20.85,15.65,11.35,3.75,
571,토요일,1,153,종로3가,하선,10.6,11.1,15.85,26.4,32.1,34.2,39.5,48.6,51.85,55.15,52.55,48,51.4,38.65,33.6,26.5,22.35,15.35,7.45,
572,토요일,1,152,종각,하선,10.35,9.65,14.35,23.05,28.5,30.9,35.4,42.75,48.75,52.25,53.65,51.75,59.8,47.9,52.2,40.7,32.6,21.05,8.35,
573,토요일,1,151,시청,하선,9.8,9.4,14.5,20.4,26.5,28.15,30.25,36.9,44.8,55.3,65.3,64.25,69.05,52.65,57.75,47.75,36.5,23.85,9.35,
574,토요일,1,150,서울역,하선,9.55,8.1,14.3,20.75,27.25,28.5,31.8,38.9,44.5,56.65,68.45,62.8,70.5,53.25,53.7,48,40.65,27.5,10.35,
575,토요일,2,210,뚝섬,외선,6.65,8.4,16.05,22.05,26.85,32.3,39.85,40.5,53,52.5,54.8,59.9,64,56.45,50.65,52.85,48,39.35,14,
576,토요일,2,209,한양대,외선,6.8,8.5,15.95,21.15,26.8,32.55,40.8,41.05,53.3,53.65,56.45,56.5,69.35,57.9,51.3,53.5,48.95,40.25,14,
577,토요일,2,208,왕십리,외선,10.25,11.75,20.75,29.1,37.4,46.3,57.4,59.55,66.7,69.95,68.45,72.8,82,66.5,58.8,61.45,54.15,47.2,15.35,
578,토요일,2,207,상왕십리,외선,11.2,12.1,21.3,31.4,38.4,47.9,53.6,67.05,68.7,65.85,73.7,73.25,81.95,65.9,57.9,60.65,53.25,48.35,14.8,
579,토요일,2,206,신당,외선,11.7,12.15,22.05,32.65,40,48.95,54.3,67.75,69.2,65.45,73.55,75.1,77.15,63.9,55.65,59.1,51.4,45.75,12.6,
580,토요일,2,205,동대문역사문화공원,외선,11.25,11.35,20.75,30.55,38.75,46.25,52.35,64.35,66.3,57.95,68.9,67.85,68.25,54.4,49.1,45.85,44.2,40.05,10.6,
581,토요일,2,204,을지로4가,외선,10.2,10.4,18.9,27.45,38.3,44.1,50.1,61.65,63.15,56.3,67.25,66.45,66.4,53.5,48.3,45.4,43.3,40.4,11.75,
582,토요일,2,203,을지로3가,외선,9.75,9.45,17.85,26.9,39.4,46.1,53.25,63.45,66.55,56.6,70.65,68.8,72.2,57.65,53.6,48.9,45.75,44.35,12.6,
