사용월,호선명,지하철역,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원
202502,경원선,방학,9992,1746,13292,6600,29107,8137,26383,19200,17731,10090,15615,10810,14902,9702,17654,11350,14716,11661,14073,14199,13851,16886,14726,19074,15597,21240,16706,27598,9682,23529,6713,13942,5649,11296,3683,10619,1879,5788,313,2024
202502,경원선,보산,1326,356,1462,1131,3143,1806,3094,1951,2828,1316,2407,1409,2509,1537,2530,1021,2082,1743,2110,1993,2357,2320,3303,2609,3306,3089,2385,3177,1359,3373,972,2850,683,1689,389,1533,166,1048,9,560
202502,경원선,서빙고,885,462,1991,3369,2678,3970,3168,8382,3050,3465,2817,3003,2614,2372,3307,2217,3309,3582,3433,2657,3735,3695,5450,3012,7762,2982,6750,3824,2458,3174,1793,1604,1653,1745,873,1283,265,853,23,212
202502,경원선,석계,4559,1343,9411,3694,18156,4100,20783,7041,13962,5547,12146,5940,11796,7311,11930,7992,11489,9523,10436,10367,9889,14285,10452,18262,9717,21185,8864,30613,6568,21284,5299,14936,5162,12556,3866,10518,2254,6396,111,1643
202502,경원선,소요산,339,270,351,459,1159,744,1782,1349,1618,2106,1996,3881,2405,5624,3475,6465,5615,5242,6243,4591,6797,2980,5022,2253,2751,1668,1706,1389,511,1054,361,928,189,582,129,536,64,454,3,276
202502,경원선,신이문,7093,999,12722,2577,29550,3903,34022,7480,19393,4694,13949,5428,12424,6619,12290,7995,11893,8441,9931,9069,9647,13490,9468,15604,8858,18776,8198,28335,5106,21925,3468,14389,2658,12513,1842,11412,855,6821,90,1753
202502,경원선,양주,5197,1155,9863,4322,26198,8757,20232,8654,15321,6423,13594,5212,12723,5897,11825,7641,11348,8127,9063,9256,8963,9717,9612,10530,10470,16513,11715,20226,5235,19377,3074,13513,2238,10304,1614,10047,698,4913,90,2278
202502,경원선,연천,138,5,581,153,988,448,3292,2153,2210,1135,1478,1766,1486,2500,2170,2463,2402,2209,2710,1757,2354,1546,2068,1546,1436,1660,1522,1653,469,1488,366,876,135,526,130,411,55,349,1,237
202502,경원선,옥수,1,10,3,45,26,14,155,216,37,18,30,199,19,162,11,70,20,18,11,15,16,13,362,68,343,45,58,59,295,13,29,20,50,8,17,6,7,0,0,0
202502,경원선,왕십리(성동구청),4785,1345,7217,5725,23987,10709,39164,18415,24926,15958,15480,17390,16899,21115,21393,23232,24176,23436,25353,24067,28183,26745,30952,30714,33726,42817,33165,61375,26129,43341,25871,25724,28195,20836,24351,18390,10726,9522,1088,3337
202502,경원선,외대앞,3559,2809,6954,10029,17966,5594,21769,13588,13138,9924,10624,10430,11546,9244,13923,10609,13871,11167,13672,11027,16628,12922,20085,15005,19293,16135,13660,22351,9620,18247,8264,12206,7066,11648,5550,12193,2739,8709,176,2183
202502,경원선,월계,4278,1307,8275,1871,21873,3965,20798,8151,13339,5934,11207,5235,10403,5547,10462,6439,9858,7130,8715,7530,8391,8804,9210,11582,7684,13171,7390,20807,4387,15159,3057,9214,2511,8414,1765,7481,792,4504,63,1100
202502,경원선,응봉,1105,173,2638,934,6200,1066,6144,1464,4265,1363,3160,1182,2707,1174,2431,1572,2351,1937,2175,2193,2433,2278,2480,3152,2479,3793,2325,5078,1195,3923,847,2673,629,2273,398,1682,188,1077,13,378
202502,경원선,의정부,9107,2207,27367,6339,43425,10821,42443,33311,26057,33284,22561,25659,24964,27671,27702,30949,29881,34805,30834,31838,33828,29367,36113,33648,38180,37912,41350,51354,24509,48469,23500,27900,15998,22775,12540,19345,6676,13371,1092,7280
202502,경원선,이촌(국립중앙박물관),1099,510,3050,2306,7909,3900,9284,7901,7468,4644,6265,3684,6112,3922,6142,3872,6811,4314,6215,4431,7204,5092,7610,5339,8786,6170,8863,8020,4599,6077,3877,4184,3325,3850,1801,3393,473,2070,42,521
202502,경원선,전곡,425,10,976,308,2375,471,4211,1282,2835,1110,2762,1125,2493,1398,2401,1776,2235,1822,1971,1861,1915,1734,2040,2282,1732,2746,1707,3130,1033,2887,904,1492,518,1167,308,1078,241,830,7,670
202502,경원선,지행,4117,835,8810,2102,17013,4431,17405,9322,12558,5959,11555,5661,10173,6420,10471,6587,9636,7897,8848,10089,8273,10964,8501,11450,9166,15336,9645,17274,6407,15757,4839,11582,4462,8731,2933,8376,1877,4745,221,3459
202502,경원선,창동,0,0,1,0,1,0,4,0,9,0,8,0,9,0,7,0,8,0,3,0,8,0,8,0,4,0,4,0,8,0,4,0,4,0,1,0,0,0,0,0
202502,경원선,청량리(서울시립대입구),4015,1545,6333,11431,25360,13238,38923,19032,26628,27579,32136,26865,28454,36464,29431,32248,31024,32690,33071,36687,35774,33800,35601,37916,34261,37826,34790,50007,28186,35290,23761,20063,17179,18471,9142,11554,5482,6322,157,2868
202502,경원선,청산,54,2,120,141,579,188,494,163,239,108,287,131,271,186,250,184,218,174,223,170,230,169,312,252,320,215,175,233,59,269,68,100,23,80,6,94,12,74,0,33
202502,경원선,한남,754,552,1409,4229,2489,10045,2569,13633,2703,11247,3092,5961,4244,4223,4622,4517,3928,4945,5494,3908,6930,3733,7455,4094,13409,5083,12613,5213,6196,3359,4735,1821,4572,1811,3627,1107,1317,694,81,263
202502,경원선,회룡,12644,2003,25927,5539,51067,7627,44756,11610,27802,10435,23709,10306,22628,12489,23076,14533,19824,16215,16549,17598,15450,21694,14670,25787,14483,31920,11722,42142,6842,39905,5440,23012,4533,18950,3354,15507,1256,9402,287,4414
202502,경의선,가좌,2785,348,6536,2850,20015,3706,23780,10740,11650,6991,8334,5225,9248,5169,9047,7003,7150,7742,7142,7541,8008,7974,8764,10325,8544,15051,8689,19216,5031,15987,3533,9174,2891,7056,2294,5209,916,4341,9,447
202502,경의선,강매,1979,217,6338,770,17344,970,16236,2985,7730,1075,5151,1268,4238,1334,4086,1635,3686,2019,2892,2554,2581,3616,2711,4604,2491,6870,3366,10981,1072,10542,758,6228,692,5468,432,5083,210,2913,5,904
202502,경의선,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202502,경의선,계양,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
202502,경의선,곡산,236,155,740,621,1348,1413,1234,2627,1100,1001,847,712,813,668,683,748,690,748,994,827,1067,802,983,938,1651,1075,2030,1522,558,841,351,571,373,626,184,470,55,279,14,52
202502,경의선,공덕,669,81,1563,1826,3855,6559,5182,18328,4340,7975,5094,3463,5311,3426,5197,3436,5306,3521,5394,3471,5500,3778,6645,4381,11248,6130,16213,6530,7863,4346,6928,3410,6668,3184,5699,2567,2499,1530,187,208
202502,경의선,금릉,3043,215,9907,2214,16179,4783,11772,9766,8521,5282,7464,3866,7827,3967,7541,4548,7287,5789,6301,6200,6617,7143,7547,8301,9267,10795,10101,13159,4627,14269,3627,8328,2817,7003,2153,6629,497,4648,51,1455
202502,경의선,금촌,3211,267,8091,3765,16449,7837,14954,13500,10601,7804,9647,6934,10684,6401,10652,8855,10258,8912,9447,8218,10344,9646,11064,11368,12267,13045,15379,15704,6751,13487,4758,9880,3651,7751,2338,6655,532,5286,93,1513
202502,경의선,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
202502,경의선,능곡,3644,490,8348,1378,18958,2465,16703,5911,9051,3908,6906,3770,6392,3989,6451,4540,5786,4548,5623,5018,5279,5628,6033,7589,6429,9799,6036,15172,3077,12551,2182,7807,1905,7272,1099,6344,536,3739,49,1972
202502,경의선,디지털미디어시티,936,442,3072,1376,8322,1610,9312,3895,4939,3062,3867,1945,3553,2099,3694,2320,3582,2862,3570,2823,3572,3220,4070,3994,4744,6331,4907,9382,2565,7286,1921,4302,1512,4107,1215,3431,623,2347,40,276
202502,경의선,문산,2599,29,7306,1889,14502,6242,15169,10959,10879,4248,8535,5275,8753,5974,9315,6642,9052,7728,8562,5648,7943,9695,8175,9964,10595,10734,10706,12305,4257,14519,3450,8913,2363,7200,1727,6433,114,4521,0,2616
202502,경의선,백마,4752,749,14558,5617,31128,5942,23146,9663,12625,6258,10679,4989,10269,4594,10593,5606,9057,7042,8302,7048,8728,8332,10642,10458,11866,14146,10354,26802,4550,23739,3384,13624,3046,13123,2699,11327,643,7653,52,1242
202502,경의선,서강대,396,107,1215,1356,2587,1867,3714,6780,2521,5212,2310,2994,2421,2796,2837,3071,3154,3079,3177,3004,3489,3156,3970,3233,5933,3448,5393,4040,3404,2700,2985,2167,2799,1937,2381,1719,859,999,14,134
202502,경의선,서울역,609,6,889,6551,2292,19546,2758,29028,1735,16175,1232,5534,1654,4144,1953,3821,2789,5400,3074,2484,4841,2099,7018,2994,13651,3727,21082,4671,8551,2466,4661,1381,4444,1229,731,162,1559,645,2,103
202502,경의선,수색,1231,229,3176,2380,7166,5153,9430,15236,5529,6923,3505,3143,3417,2739,3355,2679,3141,3657,3228,2927,3719,3458,4633,4002,8574,6877,11233,6446,4767,6676,2711,4153,2103,3389,1496,2642,637,2024,9,352
202502,경의선,신촌,184,3,157,1154,473,4098,425,6350,578,3951,558,1529,629,1227,825,1052,736,1876,790,1017,1270,809,1806,931,4394,1055,4585,1590,2005,695,982,548,943,315,838,111,419,292,0,43
202502,경의선,야당,5036,369,13886,2415,26438,4396,21958,8487,12950,7420,10656,5564,10510,6642,11583,8156,10713,8397,9431,11362,9805,11333,10506,15618,11252,22081,10510,33765,8041,26711,8541,13415,9023,13715,8603,9813,4559,7556,1009,2147
202502,경의선,운정,3988,634,14672,8347,23902,6349,21868,10282,12007,5519,9850,4395,9478,4686,9260,5796,8723,5363,7328,7666,8314,7728,11559,11062,13218,14261,10362,21225,4960,17849,3799,10259,2822,9668,2594,7881,643,5406,87,1296
202502,경의선,운천,0,0,0,0,0,0,0,0,67,42,16,1,4,2,0,0,0,0,0,0,1,4,24,0,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202502,경의선,월롱,412,39,831,2003,1574,7759,1735,8108,1649,2343,1420,1558,1771,1299,2226,1613,2772,1246,2034,1120,3716,1708,4829,1692,7874,2152,9273,1939,3128,1820,2870,1914,1943,2040,613,1690,71,1262,3,530
202502,경의선,일산,7496,684,24212,3240,48302,6025,33401,10645,19377,8509,15841,7293,15643,8837,15935,10742,14659,12463,13199,12452,13076,14351,14396,16315,13239,24092,12825,36856,6919,37708,5394,19336,4172,18934,3893,16286,1087,9707,145,3596
202502,경의선,임진강,0,0,0,0,0,0,0,0,51,181,20,94,1,1,1,1,3,3,2,2,67,74,60,2,250,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202502,경의선,탄현,5669,434,18723,2340,33315,5326,24336,8395,15517,5450,11394,4327,10600,4700,11691,6006,9855,6580,9350,8701,8853,9402,9539,11872,9712,17687,10690,28421,5270,28795,3926,13598,3515,15848,2570,11070,1134,7235,166,2306
202502,경의선,파주,692,5,1219,558,2206,2156,3058,3548,1735,915,1645,1124,1620,891,1612,1013,1881,940,1476,907,1419,1274,2009,1344,3223,1537,3722,1777,963,1731,581,1353,431,1018,161,959,35,739,11,368
202502,경의선,풍산,3715,409,10044,3266,22411,4106,19404,7083,11861,6300,9307,5057,9285,6863,8991,7124,8657,7280,8783,6376,9112,8028,10101,10387,10224,13421,9052,20398,5367,15853,4519,12113,4346,9815,2535,8721,844,5931,96,1278
202502,경의선,한국항공대,424,289,1216,884,3533,1641,3370,4383,2530,3686,1856,2847,1958,2065,2449,1990,2391,2334,2393,2152,2764,2139,4174,2271,4547,2730,4019,3038,2167,2550,1210,1673,1028,1357,816,1501,531,1053,38,316
202502,경의선,행신,3694,1451,12519,3804,34337,4720,28890,9748,14209,7400,10935,5722,10684,6470,11499,7231,8622,8707,7765,7944,7423,9077,10621,13536,12129,18628,9901,32884,5647,27076,6114,13113,5806,12195,4995,10828,2312,5965,61,1969
202502,경의선,홍대입구,329,157,662,483,1080,1610,1393,6181,1147,5238,1124,4326,1329,4724,1834,6326,2453,5775,3065,5661,3816,5543,4877,5852,6841,5853,7441,6580,5769,4006,5186,2475,5793,1890,5551,1540,2501,1067,39,132
202502,경의선,효창공원앞,611,288,1794,2457,4841,5621,8134,17516,4838,8531,3334,3724,3197,3157,3546,3394,3690,3430,3475,3414,4205,3747,4946,4429,7738,5871,13292,8472,4991,5720,3240,4193,2548,3932,1824,3401,898,2286,41,266
202502,경인선,간석,4940,1148,10181,2534,18146,3249,16632,7737,9838,4549,8594,4847,8429,5030,8947,5873,8547,6700,7696,7104,7127,7748,7611,10064,8242,12430,8692,16831,4179,15209,3442,9668,2837,7636,2037,6785,996,4381,164,1665
202502,경인선,개봉,15944,4875,34788,11564,84070,12294,78604,20756,45913,18359,33051,15167,30506,18911,31983,21916,29119,24141,25482,26031,25326,33395,28278,42592,27371,57496,27152,83977,17141,65709,13869,39403,10807,34279,7949,27608,3095,15922,58,1336
202502,경인선,구일,4066,1641,9045,5434,23986,5506,20401,9075,11574,6275,9020,4181,8345,4560,8465,5569,7938,6600,7413,6626,8031,8372,9885,9610,10763,13723,9218,22922,4331,17856,3147,10141,2511,9512,2282,7593,715,5113,21,408
202502,경인선,도원,1861,669,3257,1809,6372,3227,6017,8062,4194,3188,3984,3745,4464,3765,5084,4055,4683,5386,4245,3949,4533,4115,7501,4916,5818,4912,6444,6004,2055,5337,1605,3492,1548,2881,789,2475,335,1794,18,1016
202502,경인선,도화,3820,569,6045,1465,13777,3451,10447,6185,7720,2993,6545,3333,6717,3793,6753,4822,6472,4591,5481,5230,5505,5901,5617,7614,5628,8178,6055,10077,2900,9379,2249,5708,1659,4773,1155,4088,584,3203,48,1551
202502,경인선,동암,18157,2355,25889,5936,51705,10907,47077,14704,28502,12471,23525,12790,22624,14927,23973,16656,21829,17202,19172,18048,18990,22239,19782,28227,21045,39605,19502,51057,12509,45595,10106,29763,8369,26202,6579,21302,3488,12678,358,3930
202502,경인선,동인천,6254,2107,15930,8636,35879,18236,26455,24246,18269,14374,16806,14400,18482,16933,20631,17931,19948,19068,19839,18114,22666,19235,23993,21226,30245,23837,30780,30997,13584,29309,10647,17813,8031,14524,5417,12987,2041,7997,6,2891
202502,경인선,백운,8129,968,13747,2157,25970,3266,23783,7748,14293,5668,11786,5243,11336,6576,11490,7255,10239,7834,9181,8682,8310,10361,8901,13111,8562,17235,7822,23172,4537,21940,3477,12234,3088,11508,2035,9091,1032,6010,119,2111
202502,경인선,부개,9252,1097,15627,2571,36206,4045,28894,7786,16870,6279,13458,5867,12800,6889,12683,8559,12001,8539,9797,10550,9164,12382,9977,15301,9381,20201,9806,27760,5383,23855,3969,14731,3143,13214,2135,10210,1173,7349,152,1654
202502,경인선,부천,34187,3418,38496,9574,88653,14457,88190,33518,53687,35040,41187,35540,42086,36515,45366,46494,45268,49919,45595,46440,48923,51646,50410,58396,48984,78741,52437,101269,33370,82339,26940,50911,23978,44209,19406,35364,9117,24123,650,4420
202502,경인선,부평,19620,3308,33605,8144,77828,16250,69210,30589,42685,34895,35235,31735,37629,38502,40174,44864,41117,50039,41887,52854,47092,50748,51078,60008,54725,75333,50585,108125,37003,85462,34614,48389,32492,40549,28384,31370,15570,20915,2680,6390
202502,경인선,소사,11442,1925,12077,5009,24573,5415,22683,7624,15578,6763,12635,6594,11664,6570,12625,7970,11569,9261,10011,8727,10071,10429,10957,12587,10350,15745,9017,21147,5526,17281,3920,11692,2933,10028,1946,8884,826,5822,72,1623
202502,경인선,송내,14540,6665,35793,12941,95481,23739,78406,65358,43882,36322,32635,20387,34524,19262,33712,22563,30438,24292,28600,24850,29780,28001,33045,37048,41726,53670,66717,83103,26272,73093,19707,43682,16102,36990,12081,30223,5780,19242,538,3256
202502,경인선,역곡,26047,2288,40988,8040,102274,11102,95938,24115,55049,20833,37596,17815,34006,18647,35121,24582,33249,25998,28203,28574,27501,35844,29275,50234,30099,63947,29430,103095,18732,81516,15146,46153,12672,42921,9726,35258,4089,23059,250,2835
202502,경인선,오류동,11033,1293,16163,3630,42652,4868,41588,10007,25276,10065,19010,7580,17864,8630,18205,10790,16438,12575,13833,13307,13802,16756,13616,19726,13439,24191,12173,39659,7281,34811,5707,21326,4564,17624,3277,15635,1302,9888,50,1258
202502,경인선,온수(성공회대입구),5188,1291,7107,2751,19502,5377,17755,8968,12140,5509,9724,4884,9826,4707,11050,6829,9625,6484,8349,7121,8274,9029,8623,10101,8798,12530,8582,19675,4245,15373,3104,9614,3469,8368,2089,7359,1305,4627,81,652
202502,경인선,인천,919,796,3055,2454,4862,5453,4254,8091,2969,4522,3337,5459,3839,6722,4958,7715,6206,6892,8405,6168,9475,4685,10280,4318,12117,3535,12072,3013,4971,2514,4021,2061,2407,1624,1348,1317,409,995,12,845
202502,경인선,제물포,6547,1570,15512,4821,33508,8841,27036,21011,17013,12072,14457,8457,14898,7959,14930,10026,14315,10885,12835,10476,13112,12365,15618,15688,17888,19222,20014,28945,7869,25257,6100,14870,5193,13677,3375,12607,1262,8401,75,2852
202502,경인선,주안,12640,2526,26240,6293,53684,14118,46447,22468,31505,16847,25264,15120,26981,15543,29502,17534,26587,18336,24485,19873,25750,22065,27995,27277,31570,34338,29348,51691,18225,50883,15550,29610,14863,26032,11322,22655,6115,15783,651,4893
202502,경인선,중동,9902,1227,16916,3955,38066,4660,29701,9265,17985,7067,13455,6760,13519,7716,13891,8888,12892,10465,11498,10957,10697,12610,10662,15974,11572,21260,10611,30188,6119,25050,4458,14836,3655,13526,2490,10905,1081,7425,125,1695
202502,경춘선,가평,666,110,1475,538,2839,1617,3921,3405,3694,2419,4803,2346,5696,3094,4111,3529,3134,4855,3156,4106,3148,4453,3600,2535,4044,3627,3372,3285,1434,3615,1171,2321,736,1617,385,1588,244,1110,15,433
202502,경춘선,갈매,1787,418,3751,839,13344,2087,8493,4515,5348,2139,3841,2753,3259,1740,3450,2148,3290,2730,2925,2331,3035,3856,2906,3757,3236,6190,4669,9523,2153,7075,1621,3950,2046,2855,1338,2661,610,1572,9,477
202502,경춘선,강촌,112,55,231,132,373,265,587,665,625,819,667,917,1316,1129,826,724,740,656,967,886,1086,635,1035,737,945,582,707,627,339,449,242,341,198,419,91,403,60,398,14,48
202502,경춘선,굴봉산,58,1,58,7,108,65,150,205,130,321,245,586,489,440,218,337,226,282,250,257,244,221,249,191,158,210,138,177,66,94,55,77,35,63,13,57,18,34,2,7
202502,경춘선,금곡,1482,201,1826,841,4018,1930,3736,4086,2759,1804,2269,1471,2695,1234,2394,1983,2374,1634,1876,1949,2223,1853,2072,2223,2664,3114,3227,3637,1035,3133,706,1454,470,1661,369,1330,183,883,4,207
202502,경춘선,김유정,155,11,189,51,481,496,592,831,546,629,569,917,676,1174,717,1157,951,874,918,826,1193,699,1163,617,1237,616,898,591,232,406,295,378,118,247,89,248,43,173,11,57
202502,경춘선,남춘천,1183,28,2900,615,4036,1566,5506,3355,5460,3398,5510,3291,4854,6517,4947,6635,5918,5052,6077,4336,6262,5110,5470,5454,4842,4836,3778,6399,3114,7403,2729,4080,2424,3049,1586,4035,527,1978,11,1692
202502,경춘선,대성리,439,58,650,156,1083,591,1002,778,1077,453,1466,776,2625,691,1227,742,836,1263,919,3033,979,1845,1033,1360,1099,988,498,780,334,576,193,551,146,291,138,315,79,231,5,22
202502,경춘선,마석,1024,418,6749,2380,11205,4606,9191,5695,7753,4721,6714,3687,5926,4478,6632,4467,6258,5521,5829,5175,5774,6234,6358,5754,5998,8394,5983,9806,3023,9275,2159,6124,1677,4817,1438,4067,567,1745,28,644
202502,경춘선,백양리,83,1,33,21,71,412,108,792,231,643,360,934,1327,909,597,640,520,467,504,613,731,442,777,286,1380,393,910,302,200,135,384,129,514,113,443,111,206,54,33,10
202502,경춘선,별내,986,528,2174,1335,6902,2901,6408,5197,4062,2786,3190,2764,2957,2136,3401,2227,3547,2900,3383,2529,3544,3480,4271,2974,4410,4741,5582,5818,2509,5666,1791,2674,1713,1650,1409,2106,824,1016,41,345
202502,경춘선,사릉,1492,447,3034,1191,8249,3528,6502,3393,3720,1578,3088,1530,2907,1803,3124,1917,2740,1772,2096,2056,2449,2394,2534,2774,2955,4159,4177,6935,1583,6752,948,3116,793,2310,381,2110,149,1420,11,383
202502,경춘선,상천,145,23,194,116,388,147,549,485,449,406,434,377,672,338,474,393,523,326,511,422,431,549,529,336,385,372,256,358,105,384,69,191,37,214,18,111,9,68,1,27
202502,경춘선,신내,1246,426,4353,2090,11072,4079,9039,8659,4260,2353,3382,1960,3287,1963,3439,2173,3372,2838,3006,2313,3198,3833,3760,3002,4955,5680,6764,8201,2811,6399,1619,3428,1407,2623,1044,2344,597,1788,90,679
202502,경춘선,천마산,907,173,2523,511,5900,1291,4820,1635,4006,1404,3202,1100,2485,1438,2509,1484,2172,1601,1996,2078,1724,2603,1822,2477,1473,3879,1648,3487,610,4500,532,2713,475,2137,213,1450,80,903,4,242
202502,경춘선,청평,617,196,1882,855,3306,1267,3626,2688,3549,3111,3723,2502,5208,2016,4026,3108,3222,3264,3093,3078,2992,3928,2744,3714,3591,4068,2456,3446,1146,3293,1078,1983,680,1525,420,1342,132,1018,8,300
202502,경춘선,춘천,601,8,1191,238,1632,665,2545,1557,2807,1913,2179,1760,2331,3239,2090,2533,2890,3076,3196,1899,3567,2685,3343,1988,2957,2001,2347,2313,1582,2355,1057,1393,705,1085,358,1015,91,933,3,609
202502,경춘선,퇴계원,2561,392,5019,1468,15148,2972,11157,3929,7848,2474,5860,2840,5063,2699,5941,2683,5073,3357,3497,3691,3889,4874,3799,5858,4035,7593,5118,9916,2156,10257,1549,5452,1115,3869,752,4947,386,2215,16,745
202502,경춘선,평내호평,5100,602,11933,1559,23997,3687,18292,8161,10470,5792,9949,4578,9318,5415,8966,7543,8535,6826,7375,8499,7888,8228,7373,9158,8016,16335,8084,21756,4638,17562,3727,10478,3420,7774,3368,6751,1470,4844,47,1831
202502,공항철도 1호선,검암,7699,542,12728,1844,31446,6668,21960,15074,10844,4523,8206,2999,8565,3017,7859,3881,6754,4393,5678,5159,5708,6225,7074,9375,8200,12550,11424,23337,4270,21563,3194,12587,2620,11192,1788,11196,857,8781,121,4417
202502,공항철도 1호선,계양,12597,628,34672,2841,68052,4475,51439,6157,32003,5768,22499,4672,19469,5494,18545,6565,15549,9073,12926,11351,11744,14514,12825,22285,12521,29983,9540,55914,6157,53015,4134,32182,3471,27568,2377,26360,1251,15690,218,4924
202502,공항철도 1호선,공덕,1725,191,2654,1660,6258,3543,7066,12049,4292,6068,3369,3610,3777,3820,3709,4260,3606,4603,3388,4516,3558,5085,4329,6172,6532,8977,10075,13850,4632,9373,3765,5927,3709,5679,2693,5186,1403,3482,62,1502
202502,공항철도 1호선,공항화물청사,502,816,1349,6929,1907,10362,1971,16851,1686,2636,731,1729,604,2688,873,3009,1072,2220,1639,2264,2475,2068,4400,1857,9786,1797,12715,974,3094,1320,1961,1724,2229,800,2252,279,615,165,6,71
202502,공항철도 1호선,김포공항,1621,1894,2398,10142,5347,18473,11847,17330,15804,9192,14909,8467,14694,8885,12176,10324,15605,9865,17503,8396,16283,7653,15311,8751,16918,11043,25676,9176,14849,5798,13395,2692,14016,1324,14425,1222,4680,823,187,704
202502,공항철도 1호선,디지털미디어시티,3474,712,8017,6943,20620,30431,22869,82819,12221,37853,9289,14367,10402,11582,11451,11852,12699,12069,12826,10716,15569,10921,19638,12842,48249,19735,79137,27594,31818,18859,18868,11427,16595,10284,12426,9096,5750,5856,655,2853
202502,공항철도 1호선,마곡나루(서울식물원),2445,1197,5150,12824,12209,36991,14963,74298,7295,33724,5309,12186,6382,8171,8039,8827,8387,10431,8950,9401,13083,7306,23757,8425,67552,13660,59513,18586,23057,11601,15779,7206,11838,6485,11283,6238,3223,3965,524,2564
202502,공항철도 1호선,서울역,2638,1525,3804,13132,11302,20135,15333,30817,15355,26871,16758,21914,21772,22213,25336,21890,25167,20466,20365,17256,27274,19635,27968,20167,35038,21849,34599,22605,26363,20716,20382,13518,22898,11872,16299,8807,10525,3903,175,2508
202502,공항철도 1호선,영종,3128,150,10466,1316,15559,2513,11661,3380,8444,2662,8186,2573,8477,3471,7375,3741,6451,3592,5323,5262,5550,7583,6180,7802,5942,8488,4197,15384,2525,13470,2050,8447,1928,8885,1337,8563,831,7122,150,2404
202502,공항철도 1호선,운서,16139,868,20722,6682,29708,10402,24565,12879,14199,10332,14371,6022,17924,6377,17346,8927,13414,9889,11378,12741,12503,14262,14118,16668,16201,20603,12571,32272,7318,25689,6152,22239,6518,22037,5431,22282,2339,15552,295,4843
202502,공항철도 1호선,인천공항1터미널,7380,10692,12186,17480,15918,31938,18318,29943,14627,22867,13228,23428,18203,29645,23158,35905,26107,25147,28775,22004,37101,19462,32347,20646,28727,22514,33422,17377,23220,16727,24493,10103,27540,9276,28018,6008,12294,6368,152,4995
202502,공항철도 1호선,인천공항2터미널,5561,7122,6279,12408,8333,19051,9564,17385,8178,9745,5103,9164,6611,14156,8333,16403,8550,11757,14167,10233,18739,9738,17889,9181,22890,10520,22963,6175,13237,3542,13844,3259,14002,2416,11843,1898,4336,1882,2,2424
202502,공항철도 1호선,청라국제도시,7146,208,16770,5576,31442,7094,19784,16977,12176,4883,9856,2944,10748,3065,10493,3972,8588,4962,7463,6074,8098,7214,10652,10072,14545,14054,18610,23776,5621,23179,3653,15218,2844,14445,2070,15024,953,8639,137,3836
202502,공항철도 1호선,홍대입구,4137,383,4987,3583,9261,9317,12435,24283,10769,27584,11467,23407,13402,29224,16065,35911,18923,35557,22805,31140,27816,30065,35341,30656,42435,32762,47846,37810,39095,25387,36294,13940,39297,11114,31287,9611,14306,7510,1107,2485
202502,과천선,경마공원,310,499,950,2333,1803,3218,2086,9298,2094,22748,2162,25661,2527,14024,2965,13872,4107,11330,5424,6952,8743,4258,14724,3117,22800,2077,46530,2101,5909,1731,1658,1018,563,810,326,698,121,446,17,83
202502,과천선,과천,2650,388,9408,1923,24491,4708,23284,7684,15548,5363,12251,4534,11062,4690,11145,5931,10525,6520,9200,7591,9233,9280,9170,11515,8939,14253,8647,21435,4479,18475,2874,11349,1973,11605,1403,10489,621,5971,107,1109
202502,과천선,대공원,80,226,233,2267,569,3479,810,9016,1297,14026,1313,14705,2817,8148,5951,6711,5981,6780,6529,5345,7683,3089,10712,2073,12254,1351,9931,1057,6272,821,3951,455,1074,344,218,256,119,178,4,28
202502,과천선,범계,8364,2769,37761,10010,94444,22891,76733,56735,42737,41594,33147,29960,33588,29458,38400,30160,37273,37616,36268,36196,39669,39675,45201,47510,49387,62961,59096,98865,36229,82844,36727,43198,28716,36845,23922,31004,10549,17277,1066,5481
