사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202311,9호선2~3단계,봉은사,2,0,1817,2029,5433,14992,9621,44462,11910,127028,10415,96227,11121,53645,17225,43749,23678,41202,29981,42741,36409,35360,44510,31901,61269,30657,92292,32382,123462,31808,57777,18312,42544,10067,38666,8340,25565,6294,6639,3611,919,948,0,0,0,0,0,0,20231203
202311,9호선2~3단계,삼성중앙,1,0,1024,626,3270,4248,6473,19068,8775,46278,6872,38056,6260,13665,6666,9266,8598,8590,9331,8115,9630,8644,11313,7187,15621,9507,29301,11673,44624,14313,20268,9618,11794,5550,10279,4978,6856,4359,2656,2571,537,939,0,1,0,0,0,0,20231203
202311,9호선2~3단계,삼전,17,0,4460,503,7935,2896,24486,4514,38873,12535,23815,8250,12760,5999,10648,6408,11021,7493,10585,8630,9209,8215,9048,10389,11002,13470,12357,19060,14733,29648,7491,23363,5993,14442,5520,13429,4089,12188,1710,8002,292,2671,0,324,0,0,0,0,20231203
202311,9호선2~3단계,석촌,0,0,3437,441,10221,2751,25124,5759,35337,13361,24973,12849,14238,9689,12455,8937,14153,10895,14770,11622,12922,11305,13573,12764,16016,14012,17612,21613,18937,34320,11387,25235,9934,15544,10442,14393,8635,13737,3716,7555,654,2384,0,5,0,0,0,0,20231203
202311,9호선2~3단계,석촌고분,1,0,3264,520,7134,2506,19545,5505,32820,16068,20266,11496,11258,6718,10327,6525,10591,7665,10092,8283,8988,9197,9351,8845,10853,12670,12940,16780,17132,25907,7333,21401,6018,12471,5389,12349,4344,10572,1559,6889,236,2310,0,0,0,0,0,0,20231203
202311,9호선2~3단계,선정릉,1,0,1075,1263,3977,7411,9038,20300,11585,63492,9365,49954,7512,22931,8545,13923,11257,13176,11710,15307,13634,11880,14458,11895,19253,11504,36654,14509,56753,16441,30673,11519,16164,7866,13547,7413,10113,6902,3843,4145,793,1519,0,3,0,0,0,0,20231203
202311,9호선2~3단계,송파나루,1,0,1998,360,4954,1724,14287,4481,21374,12486,12874,7548,7817,6457,6240,6677,7305,8371,7950,7873,7443,7768,7668,9230,8183,10431,10351,15997,13689,26250,7298,17122,6963,9493,7533,7986,6013,7096,2509,3957,450,1621,0,0,0,0,0,0,20231203
202311,9호선2~3단계,언주,0,0,1320,1475,2863,12527,7438,24169,10718,71817,10351,56308,10377,24340,11802,14815,14341,13027,13859,15993,16188,13789,19955,12685,28124,13341,46840,13961,66022,16789,32295,11612,17236,7071,13952,7075,9803,5741,3947,3913,716,1237,0,52,0,0,0,0,20231203
202311,9호선2~3단계,올림픽공원(한국체대),0,0,2279,715,7165,5920,17571,7158,22463,17164,15011,11576,9643,11044,9895,12455,11164,12722,10504,16547,11010,19304,14007,24139,16761,29848,19659,31258,17797,29159,14573,21219,18874,11914,28988,10867,20660,10718,6251,6345,253,1888,0,7,0,0,0,0,20231203
202311,9호선2~3단계,종합운동장,0,0,1225,182,3798,1908,9890,6002,12937,13468,9460,10312,6637,5805,6551,5740,7156,6279,7263,7371,7310,6970,7249,6570,10094,9157,12744,13957,14582,19326,7564,12602,6302,6871,10322,6661,7295,5677,2831,3751,519,889,0,10,0,0,0,0,20231203
202311,9호선2~3단계,중앙보훈병원,6,1,4079,850,17745,10359,50427,14021,52563,21256,31654,14802,21102,14883,18997,10206,17777,11773,13712,14031,17261,14234,19421,12774,21799,14240,22856,21831,16463,38858,6614,27680,4731,19085,4372,16896,2991,15939,995,8580,160,2144,0,195,0,1,0,0,20231203
202311,9호선2~3단계,한성백제,0,0,1069,209,3348,1263,8345,2286,11849,7145,6768,4591,4540,3654,3985,3344,4417,3524,4666,3703,4509,3405,4800,3939,5526,4771,6365,6669,8061,8968,3084,7863,2864,3971,2655,3565,2085,3831,676,2381,128,899,0,1,0,0,0,0,20231203
202311,경강선,경기광주,0,0,3358,276,16468,2079,44638,6684,43982,9792,23701,5371,14579,4607,11501,5195,11163,6089,9468,7795,8438,8382,8330,10771,10869,17827,11027,20413,9643,40620,4492,25774,2966,21358,2312,12550,1538,9864,598,7957,4,76,0,0,0,0,0,0,20231203
202311,경강선,곤지암,4,0,887,150,3230,1991,8328,6227,6958,8775,4999,3766,3398,3621,3766,3305,4171,3335,3953,3560,3865,3227,5185,3447,6405,4501,9245,6135,8373,5863,2520,6461,1701,3673,919,3653,437,2331,167,1903,0,0,0,0,0,0,0,0,20231203
202311,경강선,부발,3,0,1272,32,3398,1920,7451,7311,6452,6583,4358,2176,3675,2018,4127,2433,3458,2793,3328,2446,4081,2658,3776,3096,5297,3958,8130,5634,5839,5512,4139,6955,1914,3837,1225,3891,734,3385,314,2289,3,1449,1,1,0,0,0,0,20231203
202311,경강선,삼동,0,0,1723,165,5535,1363,13939,2549,13472,2788,8197,1160,4400,939,3335,1608,3153,1864,2789,2136,2178,2979,2268,4132,2820,4849,3738,8081,3137,9819,1241,8829,907,6144,696,4230,369,3549,154,1714,0,43,0,0,0,0,0,0,20231203
202311,경강선,세종대왕릉,0,0,226,5,657,80,1071,725,1047,805,682,716,764,584,558,698,588,552,689,455,618,661,703,590,761,783,931,627,785,1064,294,798,145,644,91,425,64,237,10,337,1,113,0,0,0,0,0,0,20231203
202311,경강선,신둔도예촌,0,0,639,86,2992,439,6652,2829,5006,3982,3483,1891,2651,1311,2080,1424,2546,1555,2264,1512,2026,1733,2422,1981,3731,2828,4522,3263,3615,5572,1215,3598,915,3754,588,2320,271,2337,89,1650,0,2,0,0,0,0,0,0,20231203
202311,경강선,여주,12,0,1807,11,5168,697,8762,3826,7399,6011,5477,6522,5130,3735,4626,3787,4829,4371,5841,4515,5648,4115,7234,5247,6956,5382,6967,5963,5387,9894,2817,7093,1760,6251,1717,4736,821,2694,203,3753,4,1410,0,0,0,0,0,0,20231203
202311,경강선,이매,28,0,764,53,1964,1387,5480,2947,4175,2982,2174,1786,1696,893,1612,954,1635,1134,1369,1402,1409,1359,1743,1691,2226,1911,2352,3287,2327,3178,1394,2670,1096,1207,1275,1306,968,754,362,329,7,81,0,0,0,0,0,0,20231203
202311,경강선,이천,9,0,1098,36,3619,1566,8754,5975,7536,9544,5733,4237,5032,3367,4525,4560,4654,4202,4518,4391,4444,4694,5027,5125,6612,5427,7208,8165,7820,8040,3683,8827,2680,5172,2401,4281,1198,3608,447,1451,0,1026,0,0,0,0,0,0,20231203
202311,경강선,초월,0,0,1625,332,6857,1921,17781,5293,17605,6148,10064,2542,5522,1998,5108,2246,4462,2378,4204,3082,3902,3542,3906,4314,5716,6374,6893,8996,5745,12455,2274,13083,1621,7571,1188,7484,585,4625,372,4139,1,0,0,0,0,0,0,0,20231203
202311,경강선,판교,49,1,1088,54,2752,8224,6011,17937,4686,36332,2926,26103,3045,13229,3848,9234,4312,7304,5304,6114,7025,5840,10170,5366,11764,7930,21648,7570,28390,7342,19422,4883,18477,2062,11238,1853,7181,1559,2671,944,3,257,0,0,0,0,0,0,20231203
202311,경부선,가산디지털단지,1686,8,8470,3346,7402,15656,16072,58298,16400,153261,11993,74783,10508,22973,12244,15834,14309,16074,15157,17156,16318,16226,20834,16440,30732,19453,75237,26187,110181,30043,43454,21404,26465,13814,21485,12659,14695,11082,6352,6206,245,997,0,0,0,0,0,0,20231203
202311,경부선,관악,306,0,8560,1659,13767,3983,36839,7060,32508,11932,16843,10276,11397,9834,10229,7327,11454,7795,10945,8028,9957,8253,10749,9756,12775,13509,12919,18492,11490,30435,6393,22973,4725,13184,4116,12641,2474,11288,1021,6972,57,628,0,0,0,0,0,0,20231203
202311,경부선,광명,1,0,18,1490,3787,3335,12834,7431,11182,8073,7130,6430,4185,4278,7639,2735,5579,8689,5244,168,3842,8520,9533,4493,3506,5715,10484,7644,11125,13054,8765,7646,3303,4442,7710,3189,2772,4610,1252,110,0,0,0,0,0,0,0,0,20231203
202311,경부선,구로,12663,36,23634,4363,19066,13715,40271,30949,38654,74231,27689,41551,21129,28039,21408,23332,23461,22634,24502,24331,25052,23734,28442,25876,35035,31130,53474,40382,58094,44945,25659,31076,20111,21024,17324,19671,11422,17560,4248,13572,15,11240,0,1,0,0,0,0,20231203
202311,경부선,군포,27,1,5553,2395,9651,8951,19878,32827,19100,43891,10544,9399,7703,5097,7623,4657,8241,5802,7248,6342,6812,6055,7758,7052,10465,9160,25888,11246,35508,16059,11165,12596,9098,7547,5196,6521,2728,5799,1083,3702,66,612,0,0,0,0,0,0,20231203
202311,경부선,금정,551,14,24986,5959,40830,21853,97546,47512,96537,99599,56967,36462,38473,23440,33981,23822,36136,27138,34109,29253,31121,30320,33816,38769,42969,50049,70970,69946,80059,101722,36532,76928,29022,46253,24199,44118,17298,37565,7283,25171,485,9328,0,0,0,0,0,0,20231203
202311,경부선,금천구청,574,3,11945,1632,19925,6236,47233,15832,45500,30731,26176,12298,18165,9803,16080,9737,16877,12198,15358,14995,13544,13700,14219,18418,16103,22702,17915,29444,26801,45762,10864,34977,8200,17533,6841,18139,4715,14157,1459,9221,54,669,0,0,0,0,0,0,20231203
202311,경부선,남영,105,3,2746,1326,4758,9133,13498,26759,20687,55228,12654,31320,9866,17195,11037,13883,12513,13158,12406,13426,13664,12211,19357,12790,25307,14971,34195,19470,42335,26576,17730,16323,15225,10802,16294,10101,12561,8542,5056,5467,104,638,0,0,0,0,0,0,20231203
202311,경부선,노량진,503,8,4864,2028,7353,5944,18944,8198,25482,15159,14908,10874,10680,9706,11054,13031,12406,14400,15961,13795,15633,13335,16541,15316,17557,21169,19232,31132,19547,46697,14721,24581,14676,13464,16809,12437,16740,10349,6039,6555,209,810,0,0,0,0,0,0,20231203
202311,경부선,당정,17,1,4204,1026,11307,3438,27309,9020,25446,17572,12626,10235,8963,6569,8455,5228,9996,6372,8407,6212,8167,6421,9081,7606,10633,10180,13440,14879,14470,21865,5887,17443,4778,11435,3877,9860,3104,9318,1208,6433,94,1016,0,0,0,0,0,0,20231203
202311,경부선,대방,511,10,5065,2033,9940,8543,27037,31843,33312,44308,20463,22771,15052,12620,13866,12026,15291,13289,14946,15083,14857,13823,16105,15370,17940,18212,30673,26224,36935,35954,13773,22198,10521,15216,9159,14566,6538,13434,1895,8696,77,1469,0,0,0,0,0,0,20231203
202311,경부선,독산,633,4,8613,2788,19890,13866,51090,49391,48201,108331,25522,51122,19612,17098,18419,12029,20005,13942,18361,15135,17917,13272,19971,17340,31727,20770,63695,30643,76576,45338,32144,39955,18086,21191,12882,22478,8093,19472,2711,11587,101,839,0,0,0,0,0,0,20231203
202311,경부선,두정,1236,2,6449,1330,10280,4023,19305,12387,17843,22928,16063,22461,11469,17082,12292,12145,14310,14924,14300,12429,13553,10892,17221,10763,19215,15872,20598,19579,18793,27084,11142,17808,8749,14226,8152,10702,5496,10254,2724,8308,38,2267,0,0,0,0,0,0,20231203
202311,경부선,명학,144,0,7034,2083,11257,9049,27808,26114,23473,59877,12713,15806,8835,9174,9115,13163,9873,8712,9622,10240,12383,9927,10812,7878,17750,9854,33189,12398,39986,21794,13655,17174,11315,9932,7650,8199,5190,8090,2011,6134,127,927,0,0,0,0,0,0,20231203
202311,경부선,병점,3733,23,9485,3673,31232,11635,59933,21942,49604,32772,31686,22863,24846,17761,23828,15659,25691,21340,21314,19180,21495,20083,26987,24990,34542,32227,36679,45583,34659,55237,20418,45873,13675,31341,12372,25186,8598,22955,2896,16324,27,7127,0,1,0,0,0,0,20231203
202311,경부선,서동탄,2,0,1496,14,6036,818,11306,1718,4641,1270,2767,910,1741,733,1651,923,1400,1120,1319,1178,1342,1335,1540,1978,1490,2074,1968,3474,2016,5097,989,5628,833,2684,501,2252,363,2595,105,1551,5,1155,0,8,0,0,0,0,20231203
202311,경부선,서울역,18,1,46,582,117,4465,12359,7266,23859,7926,19414,6059,15652,4691,18637,2839,19816,4575,17999,4380,8730,4032,20333,4730,21331,5424,21358,9109,24023,10024,19823,6122,16225,3912,18795,3868,14035,3003,7514,655,928,51,0,0,0,0,0,0,20231203
202311,경부선,서정리,97,3,4661,5060,12302,9416,18880,18845,18527,25220,14475,10990,12134,7562,11818,8264,13592,10182,11635,10698,12422,10821,15964,12839,22375,17822,41222,20626,24734,20146,13036,18278,9861,15105,7586,10743,4748,10830,2138,7966,95,901,0,0,0,0,0,0,20231203
202311,경부선,석수,382,3,8330,2745,16679,8459,38977,12614,38081,16069,21069,10657,14562,8034,12310,6112,13053,7345,11390,8889,10421,8717,12242,11715,14816,14541,18595,21991,17273,34355,9687,25807,6277,14912,5077,14766,3458,13250,1244,7323,58,425,0,0,0,0,0,0,20231203
202311,경부선,성균관대,170,4,10131,2339,31326,7114,74920,10545,62097,28410,31002,20924,21999,17584,20059,15914,22622,15950,20870,20220,19117,18067,21817,21794,29629,27960,30864,45627,27094,65042,16240,53115,13564,32310,12559,27261,10144,24953,4490,16672,243,2558,0,0,0,0,0,0,20231203
202311,경부선,성환,23,0,2407,852,4194,2721,6900,13478,6684,23366,6982,26517,6605,10802,7149,6626,11253,9100,10900,10466,11116,6036,17187,5966,27137,7644,23445,9280,16178,8555,6659,6886,5638,6676,3525,5520,2503,5538,1095,4667,133,1105,0,0,0,0,0,0,20231203
202311,경부선,세류,490,0,4658,1337,9712,2805,17088,4205,11244,4118,6205,2797,4592,2663,4018,3010,3995,3515,3775,3298,3513,3472,4143,4099,5888,6129,7393,7525,5463,13566,3487,10305,2513,7060,2189,5885,1330,4225,424,2769,15,794,0,0,0,0,0,0,20231203
202311,경부선,세마,316,2,2575,1540,6029,4131,10956,4871,10295,11803,6455,2790,4308,2099,4026,2594,4322,2324,4640,3487,3866,3264,4617,3449,7499,6293,7874,7889,9157,10193,3122,8245,2253,5422,2245,4456,1252,4106,506,2214,62,201,0,0,0,0,0,0,20231203
202311,경부선,송탄,77,3,5915,993,8117,3840,13317,6920,12440,9217,9616,4728,8170,4200,8136,4224,7532,6027,7637,6151,6640,6324,7694,7932,9955,9341,10072,13220,10338,12909,5589,12315,4020,10338,3393,7759,2160,7236,976,6145,64,612,0,1,0,0,0,0,20231203
202311,경부선,수원,1819,65,21862,5239,40127,31702,80136,55844,77886,84256,51926,75140,45391,67542,48902,64024,55442,76705,55387,71441,57644,69954,73846,71606,95474,88043,97534,104755,101634,133972,75990,96427,80655,55612,59955,42163,51793,35662,20210,22334,586,6937,0,0,0,0,0,0,20231203
202311,경부선,신길,834,5,10406,2226,11237,5736,25024,18016,34408,27553,19873,11183,11873,6994,10343,6628,12748,7504,11173,8562,10278,8335,10873,10577,13730,12588,21018,17171,27810,23378,10658,16311,8179,11760,7091,12119,4703,10747,1804,6166,82,1198,0,0,0,0,0,0,20231203
202311,경부선,신도림,480,14,2302,810,3861,2900,9424,7044,11915,15919,6562,7742,4437,5346,4311,4798,4890,5120,4988,5729,4797,5152,5351,6541,6658,7450,10003,10308,13895,14310,6181,8216,4842,4892,5103,4304,3541,3684,1459,2208,57,828,1,0,0,0,0,0,20231203
202311,경부선,안양,394,7,16128,5091,35511,15171,88133,22701,80321,51914,44718,53886,31991,36349,31382,33885,38025,34826,36575,39341,35237,31534,44626,37841,60974,44593,57411,62593,41255,91705,25799,66750,23427,38689,23265,30852,19356,25678,8401,18054,427,2136,0,0,0,0,0,0,20231203
202311,경부선,영등포,4239,126,16923,7164,17980,25418,42780,61152,61110,133157,42922,96828,40441,74500,46118,77925,54633,85100,59068,92175,60480,78281,85625,78764,100676,83516,122851,98980,163063,116740,97242,73295,94941,40560,73789,32630,61115,26431,22848,15592,581,2951,0,0,0,0,0,0,20231203
202311,경부선,오산,557,1,8153,2051,15638,11423,27829,28515,28379,21513,20249,14902,17924,12549,16795,10507,18219,13084,15606,16183,15629,14272,17885,19405,22739,22997,26663,30144,27679,32240,15768,25408,12199,18393,8670,14226,5010,9721,2220,7898,96,740,0,0,0,0,0,0,20231203
202311,경부선,오산대,256,1,3428,1228,7617,2720,14749,4154,11302,10701,6897,5431,5464,5339,5051,4719,5759,4229,6303,4944,5399,4706,7391,4456,10079,6938,9709,9997,9765,13086,4059,10738,3243,6051,2885,5326,1939,4208,976,2924,87,247,0,0,0,0,0,0,20231203
202311,경부선,용산,382,13,4710,5799,6009,39421,23329,86298,34311,159079,40968,120038,36483,85860,53151,75545,51081,79006,64967,79003,52733,75167,95034,79571,110114,79900,132710,86438,166862,92382,109118,60372,106113,40333,100318,27679,69214,14162,24302,6731,508,1507,0,0,0,0,0,0,20231203
202311,경부선,의왕,84,1,6449,3565,13723,11126,29860,33856,28501,32582,14525,10980,10693,7429,11233,7046,11567,9146,9950,10094,10275,8439,13588,10294,20936,13109,30680,18381,25005,27313,11729,20217,8283,13249,6233,11362,3941,9778,1847,6718,105,1127,0,0,0,0,0,0,20231203
202311,경부선,직산,79,0,1092,345,1567,1228,2169,3258,2212,3567,1550,1282,1345,862,1485,935,1143,1099,1138,1053,1118,1178,1574,1183,1713,1497,3651,2135,3368,2266,1125,1835,819,1228,683,992,318,829,158,743,30,124,0,0,0,0,0,0,20231203
202311,경부선,진위,19,0,968,406,1732,2795,3198,9113,2815,8775,2129,2838,1616,1989,1753,1154,1906,1185,2104,1422,2023,1217,3187,1488,4458,1864,7895,2671,9519,2620,2882,2524,1757,1743,1280,1374,555,1182,218,810,8,54,0,0,0,0,0,0,20231203
202311,경부선,천안,1891,4,3562,854,6185,3323,11719,7127,11520,16524,15072,14975,11167,13834,13136,13431,13773,14718,13216,13431,18934,12727,21860,13962,23955,14251,21527,20328,18392,21049,11285,12446,8947,9486,6133,7197,3932,5403,2331,3428,18,2041,0,0,0,0,0,0,20231203
202311,경부선,평택,124,3,7983,3049,14604,9343,29914,17387,31009,28768,27142,24618,23192,18595,21717,21356,22676,24148,23718,23273,23469,26426,25681,28002,30916,34695,35502,43470,32611,41237,22047,27769,22177,20098,15331,16634,13143,12835,7117,7343,130,1924,0,0,0,0,0,0,20231203
202311,경부선,평택지제,8,0,2427,9733,5170,11874,12407,13007,11054,8926,7411,4975,5881,3800,5861,4120,6394,4363,4937,4424,5455,4699,7868,5758,8699,7531,18501,9498,11146,10913,9828,9929,6361,6294,4980,5569,4480,5329,2213,3232,53,340,0,0,0,0,0,0,20231203
202311,경부선,화서,436,24,9609,1908,25415,8878,47828,7449,38583,12085,17028,6962,12640,6496,11250,6749,11242,7779,9831,8949,9391,9309,10730,10575,15465,14923,13142,24670,11077,40466,6777,31989,4831,18132,3936,13488,3170,13227,1084,7954,60,1514,0,0,0,0,0,0,20231203
202311,경원선,가능,557,14,8232,1726,11826,4283,24978,7695,23001,14014,13031,7940,12288,5685,11079,7114,11104,7146,9777,8442,8625,7707,9293,9878,11304,12731,12533,16308,9042,19761,5549,19343,4256,12093,3938,9679,2546,7837,1059,5043,92,2031,0,0,0,0,0,0,20231203
202311,경원선,광운대,2357,21,6900,1183,14223,2678,32776,6229,30386,22357,16566,11949,12603,11752,13013,15926,14522,12116,14389,13641,14789,12796,14942,12349,18404,15993,18487,18939,14086,27346,7779,21521,6896,13332,6508,12082,5390,10216,2708,9602,211,4244,0,0,0,0,0,0,20231203
202311,경원선,녹양,341,3,5439,846,8546,2181,17696,4876,15764,8962,9044,5231,8089,3756,7685,5059,7728,4823,6926,5501,6197,5442,6718,6752,7026,8338,8053,11557,8125,14263,3865,12949,2686,8287,2405,6730,1562,6201,634,3920,52,1448,0,0,0,0,0,0,20231203
202311,경원선,녹천,1288,14,4426,730,8130,1417,22216,4521,20727,5481,11135,2925,7845,3294,6953,2983,8284,4614,6447,4596,5502,5222,5151,6140,7059,7988,5924,10643,4307,15114,2888,12496,1964,7350,1727,6826,1393,5721,421,3802,22,984,0,0,0,0,0,0,20231203
202311,경원선,덕계,23,0,5326,815,15368,4661,23992,4542,22567,7471,11101,4506,8183,2820,7292,3321,6791,4171,6262,4577,5234,4593,6284,6361,8518,8038,6812,13670,6533,16115,3220,17137,2385,9876,1482,8050,1383,6507,514,4634,35,1351,0,0,0,0,0,0,20231203
202311,경원선,덕정,1,0,4047,1711,9794,6870,19796,9021,20786,19454,12356,13609,9346,7158,9506,6875,10509,8811,12294,8322,9105,6872,12090,8421,15063,9633,15207,13794,14812,14169,5270,16133,3604,9177,3040,8119,2050,7033,1287,4680,194,1208,0,0,0,0,0,0,20231203
202311,경원선,도봉,328,25,7242,1234,10149,3036,20955,3912,18772,10894,13415,8292,11011,7331,10584,6470,9920,8556,9765,8552,9670,9307,9565,10324,9138,12828,10505,14817,9949,16641,4186,15542,2881,8759,2286,7341,1818,7036,724,4087,96,1439,0,0,0,0,0,0,20231203
202311,경원선,도봉산,364,14,6302,916,9941,2267,22006,3944,21845,7102,14816,11429,12403,13455,12211,12821,14384,13455,16969,10868,19322,9756,20713,9645,19527,9645,15854,9296,12204,9816,6902,8340,3835,5136,2897,4531,2058,4568,919,2835,142,1027,0,0,0,0,0,0,20231203
202311,경원선,동두천,52,1,1076,677,2940,2929,5433,6661,6744,7510,5277,6725,5107,5115,4088,4060,3811,2952,4909,4287,4352,3325,6584,4542,6499,4160,5980,4535,4950,5349,1998,4395,1158,3486,609,2839,854,2215,563,2016,5,614,0,0,0,0,0,0,20231203
202311,경원선,동두천중앙,21,1,2758,672,5110,2392,8489,4235,9008,10122,6212,4754,5953,3707,5401,5044,5870,4105,5517,5083,5073,4600,5659,5331,5894,5440,6020,6587,6840,6411,2428,6129,1749,4526,1398,3006,797,2772,370,2860,25,748,0,0,0,0,0,0,20231203
202311,경원선,망월사,575,5,7691,1101,12327,3336,28992,5494,27311,23027,18155,15879,14510,9613,15400,17956,14656,14309,15975,12527,16994,13881,14432,13516,17730,16606,20918,20690,12398,25657,7184,23673,5419,14113,4678,11681,3974,10905,1702,7205,324,2604,0,0,0,0,0,0,20231203
202311,경원선,방학,809,12,12639,1562,15797,5746,36070,9661,32636,21153,21427,12275,17106,10864,16832,10171,18258,13169,16150,13413,14456,15827,15362,18374,16103,22793,16888,26056,17152,31044,9545,27964,6993,15098,6106,13000,4269,11818,1744,6910,204,2559,0,0,0,0,0,0,20231203
202311,경원선,보산,33,0,1293,508,1977,1028,4071,2460,3907,2999,3266,1770,2855,1557,2835,1670,2730,1739,2827,2194,2794,2032,2835,2579,3979,2872,4778,3802,3056,4062,1656,4381,1170,3234,1389,2192,463,1701,242,1472,2,405,0,0,0,0,0,0,20231203
202311,경원선,서빙고,55,0,1032,912,2188,4722,3587,4708,3869,9725,3653,4518,3446,3391,2901,2967,3398,2788,3955,4026,4180,3724,4709,4790,7759,4674,9501,3412,7409,4100,3136,3576,2177,1815,2184,1826,1149,1560,265,1040,13,257,0,0,0,0,0,0,20231203
202311,경원선,석계,1342,11,6254,1782,11507,4103,24448,5340,27426,9507,17918,7552,14489,7703,13812,9124,13970,9724,13714,11360,12339,12614,12139,16394,12939,21782,12820,26329,11177,37056,8256,26167,6486,17072,6118,15373,5031,12431,2414,8124,134,1619,0,0,0,0,0,0,20231203
202311,경원선,소요산,99,0,700,390,1030,1236,2917,2054,4812,2958,4934,3890,3856,7597,4120,9265,5650,10000,7767,7254,11071,5154,12199,4585,9695,3786,6228,3749,3329,2600,1399,2305,879,1729,516,898,181,642,130,880,1,548,0,0,0,0,0,0,20231203
202311,경원선,신이문,1537,4,8762,1908,14597,4822,36858,4616,42142,8606,22894,5297,15311,5905,13909,7306,14023,8929,12998,10006,10817,10654,10374,14581,12571,18767,11068,22610,9377,31891,5548,24678,3549,15824,2524,13811,2032,12971,889,8215,63,1490,0,0,0,0,0,0,20231203
202311,경원선,양주,2003,5,5736,1395,11418,5743,31787,10562,25235,11367,18245,8613,15030,6778,13755,7479,13004,8797,12955,9051,10336,9164,10998,12218,12277,14342,14185,19965,13755,22601,6332,22196,3741,14346,2869,12044,1891,10176,672,6711,39,2625,0,0,0,0,0,0,20231203
202311,경원선,옥수,0,0,0,43,3,87,49,46,162,303,47,30,35,170,32,203,14,98,15,11,33,14,30,29,428,67,473,89,68,25,390,28,68,23,64,24,27,8,19,0,1,0,0,0,0,0,0,0,20231203
202311,경원선,왕십리(성동구청),827,11,5600,1286,8923,6402,28640,13711,45373,24744,28884,22933,18363,21046,19058,22733,23352,24846,25780,26462,26911,26346,30627,30244,37432,35710,41105,51153,36552,71093,29076,49543,28527,28666,32189,24232,29472,21069,12097,11488,1203,4239,0,0,0,0,0,0,20231203
202311,경원선,외대앞,403,12,5045,4710,8813,10390,20576,6065,25905,30798,15978,13927,12847,19833,16479,18528,17418,17851,17099,15258,19967,17733,21069,14747,30242,17800,33262,21717,21616,27185,14252,21053,12757,14000,12454,14223,9773,14488,5274,11080,149,2095,0,0,0,0,0,0,20231203
202311,경원선,월계,910,14,5167,1144,10422,2741,27095,6992,25400,16026,15810,16199,11752,8169,12083,6601,14442,9152,14023,12584,11435,9206,12716,11056,17883,14183,15869,16515,10353,23915,6006,18780,4287,9958,3898,9468,3332,8447,1025,6102,104,1194,0,0,0,0,0,0,20231203
202311,경원선,응봉,116,1,1319,179,3124,1114,7786,1596,8085,2546,5563,1538,3726,1482,3174,1573,2916,1807,2913,2306,2521,2931,2707,2948,3551,4233,3152,4677,2648,5580,1626,4965,1181,3130,944,2570,677,2391,261,1466,21,525,0,0,0,0,0,0,20231203
202311,경원선,의정부,2980,20,10587,2535,29035,8062,51897,14252,49311,36196,29695,35861,24275,25311,27123,29750,30654,31958,29710,34649,31531,33108,35562,30987,38121,38525,42000,45885,42055,58247,24747,51997,24382,31523,16817,26014,14330,21117,6719,15279,728,7753,0,0,0,0,0,0,20231203
202311,경원선,이촌(국립중앙박물관),71,1,1151,668,3676,2534,9341,4648,10911,9430,8970,5418,7046,4067,6626,3853,6961,4042,7050,4871,6537,4750,7442,5685,8333,6534,10612,7625,10250,8766,4979,6514,4431,4467,3686,3978,1991,4252,672,2491,45,722,0,0,0,0,0,0,20231203
202311,경원선,지행,89,3,4962,1093,10827,2531,22139,6497,23225,14272,15778,6917,11703,5682,11628,6888,10367,7422,10730,10231,9198,9286,9245,11821,11184,14183,11209,19391,12173,19331,7078,20120,5776,13943,4711,10229,3497,8583,1962,7618,134,2399,0,0,0,0,0,0,20231203
202311,경원선,창동,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20231203
202311,경원선,청량리(서울시립대입구),1400,35,6378,2032,8628,12573,32592,17957,48471,27279,26845,32818,34581,34401,24263,34450,31315,33721,38399,34592,31863,36396,39229,39254,39987,38462,34589,38567,42214,59235,23816,38173,27978,21481,21436,23549,12125,14475,5249,7622,166,3688,0,0,0,0,0,0,20231203
